"","X_key","Course.ID","EntityType","Name","Length..Hours.","Avg..User.Rating","Total.Enrollments","Total.Ratings","Organiser","Difficulty","Public.URL","uni"
"2077","XRy7uCAeEeWKeQ6ae81EbQ","XRy7uCAeEeWKeQ6ae81EbQ","COURSE","Foundations of Teaching for Learning: Curriculum",15,4.51190476190476,12670,168,"Commonwealth Education Trust","Mixed","https://www.coursera.org/learn/teacher-curriculum",FALSE
"2085","Dc1QSzbPEemUnxIudFQSUg","Dc1QSzbPEemUnxIudFQSUg","COURSE","Sistemas Operacionais e Você: Tornando-se um Usuário Avançado",23,4.94059405940594,454,101,"Cresça com o Google","Beginner","https://www.coursera.org/learn/sistemas-operacionais",FALSE
"2107","Yg9R95-4EeivlRKl-OnbEA","Yg9R95-4EeivlRKl-OnbEA","COURSE","Sales Training: Building Your Sales Career",8,4.68965517241379,2607,58,"HubSpot Academy","Beginner","https://www.coursera.org/learn/build-sales-career",FALSE
"2130","-ZQ9XdvGEemlzAoVn8pyjg","-ZQ9XdvGEemlzAoVn8pyjg","COURSE","Hybrid Cloud Service Mesh with Anthos",9,4.88888888888889,245,18,"Google Cloud","Intermediate","https://www.coursera.org/learn/hybrid-cloud-service-mesh-anthos",FALSE
"2221","lfKT5sS3EeWhPQ55lNYVVQ","lfKT5sS3EeWhPQ55lNYVVQ","COURSE","From Climate Science to Action",13,4.76331360946746,10253,169,"The World Bank Group","Beginner","https://www.coursera.org/learn/climate-science",FALSE
"2239","7wgO704hEeiKBBJnjV2o_g","7wgO704hEeiKBBJnjV2o_g","COURSE","Core Interaction Programming",13,4.55172413793103,3990,116,"Unity","Intermediate","https://www.coursera.org/learn/core-interaction-programming",FALSE
"2285","YX7uVxsLEeq7sAoBB0lfXw","YX7uVxsLEeq7sAoBB0lfXw","COURSE","Smart Analytics, Machine Learning, and AI on GCP",9,3.25,299,4,"Google Cloud","Intermediate","https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp",FALSE
"2318","VMZqmE--EeiymQplKkIgcA","VMZqmE--EeiymQplKkIgcA","COURSE","Google Cloud Platform Fundamentals: Core Infrastructure en Español",17,4.73234200743494,3541,269,"Google Cloud","Intermediate","https://www.coursera.org/learn/gcp-fundamentals-es",FALSE
"2320","CmqxdNvHEembXBIsApwlxg","CmqxdNvHEembXBIsApwlxg","COURSE","Hybrid Cloud Multi-Cluster with Anthos",7,4.90909090909091,205,11,"Google Cloud","Advanced","https://www.coursera.org/learn/hybrid-cloud-multi-cluster-anthos",FALSE
"2323","4hQ2d49fEeeuRQrNZfAqUA","4hQ2d49fEeeuRQrNZfAqUA","COURSE","Engineering Design Process with Autodesk Fusion 360",14,4.72142857142857,3045,140,"Autodesk","Advanced","https://www.coursera.org/learn/engineering-design-process-fusion-360",FALSE
"2348","_ZxqNTbOEembfg4BAtxdIA","_ZxqNTbOEembfg4BAtxdIA","COURSE","Sistemas operativos y tú: Convertirse en un usuario avanzado",31,4.92105263157895,445,38,"Crece con Google","Beginner","https://www.coursera.org/learn/sistemas-operativos",FALSE
"2352","R6v_WgPzEeeM0BKxT3Q-dg","R6v_WgPzEeeM0BKxT3Q-dg","COURSE","Big Data Applications: Machine Learning at Scale",75,3.78947368421053,7476,76,"Yandex","Advanced","https://www.coursera.org/learn/machine-learning-applications-big-data",FALSE
"2357","kl1SGpRzEembThIC62Cw7g","kl1SGpRzEembThIC62Cw7g","COURSE","AI Workflow: Business Priorities and Data Ingestion",8,4.28571428571429,612,7,"IBM","Intermediate","https://www.coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion",FALSE
"2370","Yanhq-pzEeWvGQrWsIkLlw","Yanhq-pzEeWvGQrWsIkLlw","COURSE","Architecting Smart IoT Devices",14,4.31868131868132,11857,91,"EIT Digital ","Intermediate","https://www.coursera.org/learn/iot-architecture",FALSE
"2412","LIK6sE_AEeip8hITK9rAzA","LIK6sE_AEeip8hITK9rAzA","COURSE","Google Cloud Platform Fundamentals: Core Infrastructure 日本語版",15,4.5469387755102,2606,245,"Google Cloud","Intermediate","https://www.coursera.org/learn/gcp-fundamentals-jp",FALSE
"2439","QFHWW7RxEemJ-g47kaCA3A","QFHWW7RxEemJ-g47kaCA3A","COURSE","Getting Started on Mainframe with z/OS Commands and Panels",7,4.775,632,80,"IBM","Intermediate","https://www.coursera.org/learn/z-commands-and-panels",FALSE
"2451","V4m7Xf5qEeS9ISIACxWDhA","V4m7Xf5qEeS9ISIACxWDhA","COURSE","Software Architecture for the Internet of Things",15,4.20408163265306,14422,147,"EIT Digital ","Mixed","https://www.coursera.org/learn/iot-software-architecture",FALSE
"2476","ErovshnZEemcTxJcM_MHdg","ErovshnZEemcTxJcM_MHdg","COURSE","Security and Privacy for Big Data - Part 1",3,4.68,1190,25,"EIT Digital ","Beginner","https://www.coursera.org/learn/security-privacy-big-data",FALSE
"2481","pCa5-xauEeWEjBINzvDOWw","pCa5-xauEeWEjBINzvDOWw","COURSE","System Validation: Automata and behavioural equivalences",7,4.2,5063,85,"EIT Digital ","Intermediate","https://www.coursera.org/learn/automata-system-validation",FALSE
"2483","coKKdodfEee-nQrsYRBh-g","coKKdodfEee-nQrsYRBh-g","COURSE","Develop and Deploy Windows Applications on Google Cloud Platform",9,4.58333333333333,2749,24,"Google Cloud","Beginner","https://www.coursera.org/learn/develop-windows-apps-gcp",FALSE
"2501","EPE3_nfpEemlDg5HMbzNvA","EPE3_nfpEemlDg5HMbzNvA","COURSE","Cybersecurity for Identity Protection",4,4.25,912,32,"EIT Digital ","Beginner","https://www.coursera.org/learn/cybersecurity",FALSE
"2502","EEhj5bQSEee9KxLbu3-H9g","EEhj5bQSEee9KxLbu3-H9g","COURSE","Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",17,4.86153846153846,959,65,"(ISC)²","Beginner","https://www.coursera.org/learn/incident-response-recovery-risks-sscp",FALSE
"2513","YLD52MA5EeipyAryShYyEA","YLD52MA5EeipyAryShYyEA","COURSE","Mastering Digital Twins",2,4.15116279069767,1218,86,"EIT Digital ","Beginner","https://www.coursera.org/learn/mastering-digital-twins",FALSE
"2517","HgkJY4M6Eeehbwo96zvH1A","HgkJY4M6Eeehbwo96zvH1A","COURSE","Geometric Algorithms",13,4.16666666666667,2244,6,"EIT Digital ","Intermediate","https://www.coursera.org/learn/geometric-algorithms",FALSE
"2520","0mUWawwqEei4Vw5pGASqjA","0mUWawwqEei4Vw5pGASqjA","COURSE","On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform",3,4.70666666666667,2640,150,"Google Cloud","Intermediate","https://www.coursera.org/learn/onprem-fundamentals-apigee-gcp",FALSE
"2537","GS7aGJ_oEeiUhQ51AsDJhg","GS7aGJ_oEeiUhQ51AsDJhg","COURSE","Handheld AR App Development with Unity",10,3.78571428571429,2692,28,"Unity","Intermediate","https://www.coursera.org/learn/handheld-ar",FALSE
"2554","EId6wlFtEemX4g642wIuAg","EId6wlFtEemX4g642wIuAg","COURSE","Troubleshooting and Debugging Techniques",16,NA,572,0,"Google","Beginner","https://www.coursera.org/learn/troubleshooting-debugging-techniques",FALSE
"2576","05pzg84jEeWUiA71osk_NQ","05pzg84jEeWUiA71osk_NQ","COURSE","Les Partenariats Public-Privé (PPP): Comment offrir de meilleures infrastructures pour les services publics",17,4.76150627615063,17836,239,"The World Bank Group","Mixed","https://www.coursera.org/learn/partenariats-public-prive",FALSE
"2587","1QloUJilEemcXhIGhfl-5A","1QloUJilEemcXhIGhfl-5A","COURSE","Antisemitism: From Its Origins to the Present",17,5,253,3,"Yad Vashem ","Beginner","https://www.coursera.org/learn/antisemitism",FALSE
"2616","Lc0gdbRyEem-Ug7Y3cHV4A","Lc0gdbRyEem-Ug7Y3cHV4A","COURSE","Basic System Programming on IBM Z",7,4.85074626865672,561,67,"IBM","Mixed","https://www.coursera.org/learn/system-programming",FALSE
"2634","1DI1POCgEemdLgqBK4d-1g","1DI1POCgEemdLgqBK4d-1g","COURSE","Autodesk Certified Professional: Inventor for Mechanical Design Exam Prep",9,4,229,4,"Autodesk","Advanced","https://www.coursera.org/learn/autodesk-inventor-mechanical-design",FALSE
"2649","sxMQEV4hEeSF2SIACy-E9A","sxMQEV4hEeSF2SIACy-E9A","COURSE","Evolution: A Course for Educators",13,4.66331658291457,16065,199,"American Museum of Natural History","Mixed","https://www.coursera.org/learn/teaching-evolution",FALSE
"2653","l9hvi3fpEem_DQosOz1mrA","l9hvi3fpEem_DQosOz1mrA","COURSE","Impact from Digital Transformation: Full course",17,5,376,2,"EIT Digital ","Advanced","https://www.coursera.org/learn/digital-transformation-impact",FALSE
"2693","ttER2pXJEeiQzApPTDulpA","ttER2pXJEeiQzApPTDulpA","COURSE","Intro to TensorFlow en Español",18,4.453125,815,64,"Google Cloud","Intermediate","https://www.coursera.org/learn/intro-tensorflow-es",FALSE
"2712","N6IrVYBKEeiaBArj7jrDMA","N6IrVYBKEeiaBArj7jrDMA","COURSE","Web of Data",19,4.4,1170,15,"EIT Digital ","Intermediate","https://www.coursera.org/learn/web-data",FALSE
"2720","g4FwNDVyEeWW9BKhJ4xW0Q","g4FwNDVyEeWW9BKhJ4xW0Q","COURSE","Foundations of Teaching for Learning: Introduction to Student Assessment",14,4.66666666666667,8316,102,"Commonwealth Education Trust","Mixed","https://www.coursera.org/learn/learning-assessment",FALSE
"2721","feddFyYDEeWP8AqYi9cmiw","feddFyYDEeWP8AqYi9cmiw","COURSE","Foundations of Teaching for Learning: Planning for Teaching and Learning",14,4.77777777777778,10383,99,"Commonwealth Education Trust","Mixed","https://www.coursera.org/learn/teaching-plan",FALSE
"2731","xhWGEsG5EeibThI8Sx7Mkg","xhWGEsG5EeibThI8Sx7Mkg","COURSE","Asset Creation and Management",8,4.75,2104,44,"Unity","Intermediate","https://www.coursera.org/learn/asset-creation-management",FALSE
"2737","ZP1CYjbPEembfg4BAtxdIA","ZP1CYjbPEembfg4BAtxdIA","COURSE","Seguridad informática: defensa contra las artes oscuras digitales",20,4.875,544,32,"Crece con Google","Beginner","https://www.coursera.org/learn/seguridad-informatica",FALSE
"2747","3oznDIM5EeeW1A7RTAITCg","3oznDIM5EeeW1A7RTAITCg","COURSE","I/O-efficient algorithms",11,4.5,586,6,"EIT Digital ","Advanced","https://www.coursera.org/learn/io-efficient-algorithms",FALSE
"2750","-YfaPOvGEeWMXQ7KUwccNw","-YfaPOvGEeWMXQ7KUwccNw","COURSE","Marketing Strategy for Entrepreneurs",12,4.28947368421053,9356,76,"EIT Digital ","Intermediate","https://www.coursera.org/learn/marketing-strategy-entrepreneurs",FALSE
"2766","0jVDw8z0EeSMfSIAC4tSZw","0jVDw8z0EeSMfSIAC4tSZw","COURSE","The Dynamic Earth: A Course for Educators",11,4.6,9633,115,"American Museum of Natural History","Mixed","https://www.coursera.org/learn/earth-amnh",FALSE
"2800","18A7NKrIEee8SA4Rcof82g","18A7NKrIEee8SA4Rcof82g","COURSE","Sales Training: Techniques for a Human-Centric Sales Process",8,4.625,9222,120,"HubSpot Academy","Beginner","https://www.coursera.org/learn/sales-process-techniques-training",FALSE
"2816","pNps4rJAEemJBAqVtCK01g","pNps4rJAEemJBAqVtCK01g","COURSE","الذكاء الاصطناعي للجميع",7,4.94444444444444,341,18,"deeplearning.ai","Beginner","https://www.coursera.org/learn/ai-for-everyone-ar",FALSE
"2827","QA4mgjbPEembfg4BAtxdIA","QA4mgjbPEembfg4BAtxdIA","COURSE","Administração de Sistemas e Serviços de Infraestrutura de TI",17,4.90666666666667,363,75,"Cresça com o Google","Beginner","https://www.coursera.org/learn/administracao-de-sistemas-servicos-infraestrutura-ti",FALSE
"2847","91gHWJ0bEemXuQ5rLOnqVg","91gHWJ0bEemXuQ5rLOnqVg","COURSE","Getting Started with Google Kubernetes Engine en Español",9,4.72727272727273,469,11,"Google Cloud","Intermediate","https://www.coursera.org/learn/google-kubernetes-engine-es",FALSE
"2851","5emj9LrXEem4thI30MvzOA","5emj9LrXEem4thI30MvzOA","COURSE","Introduction to iOS App Development with Swift 5",11,4.66666666666667,229,6,"LearnQuest","Intermediate","https://www.coursera.org/learn/ios-app-development-swift-5",FALSE
"2873","e8alEup0EeWTQApGcKeRIQ","e8alEup0EeWTQApGcKeRIQ","COURSE","Introduction to Architecting Smart IoT Devices",14,3.92105263157895,9524,76,"EIT Digital ","Beginner","https://www.coursera.org/learn/iot-devices",FALSE
"2885","f8aGKd6gEeenNRKVx8XrYg","f8aGKd6gEeenNRKVx8XrYg","COURSE","Networks and Communications Security",14,4.69230769230769,982,65,"(ISC)²","Beginner","https://www.coursera.org/learn/network-security-communications-sscp",FALSE
"2900","XqPMOzDrEeeckAoFzJuh9g","XqPMOzDrEeeckAoFzJuh9g","COURSE","Tinkering Fundamentals: Motion and Mechanisms",10,4.94736842105263,3147,19,"Exploratorium","Beginner","https://www.coursera.org/learn/tinkering-motion-mechanisms",FALSE
"2926","Je0f0E-CEei9LxLVWubbmA","Je0f0E-CEei9LxLVWubbmA","COURSE","Automated Reasoning: satisfiability",11,4.81818181818182,1177,11,"EIT Digital ","Intermediate","https://www.coursera.org/learn/automated-reasoning-sat",FALSE
"2932","nghs7HcKEeeJ-BJTOJs6DA","nghs7HcKEeeJ-BJTOJs6DA","COURSE","MongoDB Aggregation Framework",21,4.65217391304348,3966,23,"MongoDB Inc.","Intermediate","https://www.coursera.org/learn/mongodb-aggregation-framework",FALSE
"2936","XgJjBB9pEeWS6wrbVw_uEw","XgJjBB9pEeWS6wrbVw_uEw","COURSE","Foundations of Teaching for Learning: Learners and Learning",13,4.5981308411215,9020,107,"Commonwealth Education Trust","Mixed","https://www.coursera.org/learn/teaching-learning",FALSE
"2940","JyzTTDbPEemHOQ5ROWy-_A","JyzTTDbPEemHOQ5ROWy-_A","COURSE","Administración de sistemas y servicios de infraestructura de TI",20,4.92307692307692,427,26,"Crece con Google","Beginner","https://www.coursera.org/learn/administracion-de-sistema-y-servicios-de-infraestructura",FALSE
"2942","FGxleI9gEee2yBIlFMkZng","FGxleI9gEee2yBIlFMkZng","COURSE","Manufacturing Process with Autodesk Fusion 360",9,4.50877192982456,2786,114,"Autodesk","Advanced","https://www.coursera.org/learn/manufacturing-process-fusion-360",FALSE
"2954","GXUDWl0XEeijnRKwxEkmXg","GXUDWl0XEeijnRKwxEkmXg","COURSE","Using Git for Distributed Development",7,4.48809523809524,1026,84,"The Linux Foundation","Beginner","https://www.coursera.org/learn/git-distributed-development",FALSE
"2962","fBarfhZdEeikQgoESDZQ3A","fBarfhZdEeikQgoESDZQ3A","COURSE","Rapid Gameplay Prototyping",16,3.92105263157895,3146,38,"Unity","Advanced","https://www.coursera.org/learn/rapid-gameplay-prototyping",FALSE
"2968","9oHB96qUEeee9w5X_IxkFA","9oHB96qUEeee9w5X_IxkFA","COURSE","Security Operations and Administration",16,4.72058823529412,825,68,"(ISC)²","Beginner","https://www.coursera.org/learn/security-operations-administration-sscp",FALSE
"2974","w8XFGTVyEeWW9BKhJ4xW0Q","w8XFGTVyEeWW9BKhJ4xW0Q","COURSE","Foundations of Teaching for Learning: Being a Professional",12,4.69318181818182,7021,88,"Commonwealth Education Trust","Mixed","https://www.coursera.org/learn/professional-teacher",FALSE
"2996","amCnszbPEemUnxIudFQSUg","amCnszbPEemUnxIudFQSUg","COURSE","Segurança de TI: Defesa Contra as Artes Obscuras do Mundo Digital",15,4.91666666666667,368,60,"Cresça com o Google","Beginner","https://www.coursera.org/learn/seguranca-de-it",FALSE
"3037","mG_-am-IEeWbbw5cIAKQrw","mG_-am-IEeWbbw5cIAKQrw","COURSE","Quantitative Model Checking",22,4.15625,3589,32,"EIT Digital ","Intermediate","https://www.coursera.org/learn/quantitative-model-checking",FALSE
"3050","x3tsfZiwEee0gxKMK_gOOA","x3tsfZiwEee0gxKMK_gOOA","COURSE","Mobile VR App Development with Unity",28,3.54545454545454,3822,11,"Unity","Intermediate","https://www.coursera.org/learn/mobile-vr-app-development-unity",FALSE
"3075","7EjGOWOREeiuEQ54ft6NYA","7EjGOWOREeiuEQ54ft6NYA","COURSE","Linux Tools for Developers",9,4.50485436893204,1262,103,"The Linux Foundation","Beginner","https://www.coursera.org/learn/linux-tools-for-developers",FALSE
"3082","bpZ5dcy2EemZQAq_B9lrZg","bpZ5dcy2EemZQAq_B9lrZg","COURSE","Business Implications of AI: Full course",10,3.8,230,5,"EIT Digital ","Advanced","https://www.coursera.org/learn/business-implications-ai",FALSE
"3083","__Ma50-_EeiymQplKkIgcA","__Ma50-_EeiymQplKkIgcA","COURSE","Google Cloud Platform Fundamentals: Core Infrastructure em Português Brasileiro",15,4.9,1732,110,"Google Cloud","Intermediate","https://www.coursera.org/learn/gcp-fundamentals-br",FALSE
"3098","yq6ZPOvGEeWvGQrWsIkLlw","yq6ZPOvGEeWvGQrWsIkLlw","COURSE","Innovation & Entrepreneurship - From Basics to Open Innovation",24,4.49056603773585,5822,53,"EIT Digital ","Intermediate","https://www.coursera.org/learn/open-innovation-entrepreneurship",FALSE
"3109","9QkSLTXREemXORL4USiTDg","9QkSLTXREemXORL4USiTDg","COURSE","Security and Privacy for Big Data - Part 2",3,4.5,675,18,"EIT Digital ","Beginner","https://www.coursera.org/learn/security-privacy-big-data-protection",FALSE
"3117","UC7vNy7IEeioZArrdimmng","UC7vNy7IEeioZArrdimmng","COURSE","Palo Alto Networks Cybersecurity Gateway I",15,4.74285714285714,1564,70,"Palo Alto Networks","Beginner","https://www.coursera.org/learn/cybersecurity-gateway-1",FALSE
"3118","TJiGG3gzEemNORLDRmPneA","TJiGG3gzEemNORLDRmPneA","COURSE","3-Axis Machining with Autodesk Fusion 360",18,5,373,15,"Autodesk","Advanced","https://www.coursera.org/learn/3-axis-machining-autodesk-fusion-360",FALSE
"3122","HuWcu1FtEemShQpcsklh7g","HuWcu1FtEemShQpcsklh7g","COURSE","Configuration Management and the Cloud",16,NA,415,0,"Google","Beginner","https://www.coursera.org/learn/configuration-management-cloud",FALSE
"3149","fV_HBtZPEemAZRLx6FCxVg","fV_HBtZPEemAZRLx6FCxVg","COURSE","AI Workflow: AI in Production",14,5,330,3,"IBM","Advanced","https://www.coursera.org/learn/ibm-ai-workflow-ai-production",FALSE
"3165","2mShqDVyEeW6RApRXdjJPw","2mShqDVyEeW6RApRXdjJPw","COURSE","Foundations of Teaching for Learning: Developing Relationships",12,4.81176470588235,6181,85,"Commonwealth Education Trust","Mixed","https://www.coursera.org/learn/teacher-relationships",FALSE
"3168","u74cN8A4Eei5JRLPu4lZTA","u74cN8A4Eei5JRLPu4lZTA","COURSE","Blockchain 360: A State of the Art for Professionals",4,4.4368932038835,2295,103,"EIT Digital ","Beginner","https://www.coursera.org/learn/blockchain-professionals",FALSE
"3174","Ta6IMur8EeWeThJDJYT0Zw","Ta6IMur8EeWeThJDJYT0Zw","COURSE","Web Connectivity and Security in Embedded Systems",10,4.55140186915888,6366,107,"EIT Digital ","Intermediate","https://www.coursera.org/learn/iot-connectivity-security",FALSE
"3176","N9ARoTR9Eem8AApO0WzJlA","N9ARoTR9Eem8AApO0WzJlA","COURSE","Using SAS Viya REST APIs with Python and R",26,4,696,1,"SAS","Mixed","https://www.coursera.org/learn/sas-viya-rest-api-python-r",FALSE
"3190","qmTCN-vGEeW6zwpd54Xx5w","qmTCN-vGEeW6zwpd54Xx5w","COURSE","The Impact of Technology",31,4.64150943396226,6656,53,"EIT Digital ","Intermediate","https://www.coursera.org/learn/impact-of-technology",FALSE
"3201","MyPZyF0EEeiELA7FkO5rDg","MyPZyF0EEeiELA7FkO5rDg","COURSE","Palo Alto Networks Cybersecurity Essentials I",13,4.65853658536585,1616,41,"Palo Alto Networks","Intermediate","https://www.coursera.org/learn/cybersecurity-essentials-1",FALSE
"3209","wqPcVJK2EeW5JQ7A4bQt4Q","wqPcVJK2EeW5JQ7A4bQt4Q","COURSE","Capitalismo Consciente",5,4.5,8586,226,"Insper","Mixed","https://www.coursera.org/learn/capitalismo-consciente",FALSE
"3215","VivQGEdIEemEVA7yMJH7Bg","VivQGEdIEemEVA7yMJH7Bg","COURSE","Become a CBRS Certified Professional Installer by Google",7,4.89655172413793,286,29,"Google - Spectrum Sharing","Mixed","https://www.coursera.org/learn/google-cbrs-cpi-training",FALSE
"3226","zeI6XJgzEemFZQpjgGktLA","zeI6XJgzEemFZQpjgGktLA","COURSE","AI Workflow: Data Analysis and Hypothesis Testing",5,4.875,453,8,"IBM","Advanced","https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing",FALSE
"3267","6MedjtZOEemDkAqyZy15Hg","6MedjtZOEemDkAqyZy15Hg","COURSE","AI Workflow: Machine Learning, Visual Recognition and NLP",5,4.77777777777778,485,9,"IBM","Advanced","https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp",FALSE
"3274","llW5zlnXEeaw3QoEHqdPHw","llW5zlnXEeaw3QoEHqdPHw","COURSE","透过摄影看世界",14,4.81034482758621,6373,58,"The Museum of Modern Art","Mixed","https://www.coursera.org/learn/sheying",FALSE
"3280","XUv9NVL-EeWEHRLwpfV5DQ","XUv9NVL-EeWEHRLwpfV5DQ","COURSE","Fundamentos do Google para o Ensino",13,4.70618556701031,13271,194,"Foreducation, Fundação Lemann, Google for Education","Mixed","https://www.coursera.org/learn/fundamentosgoogle",FALSE
"3310","MibxOgwrEeiVnRKrXPCsoA","MibxOgwrEeiVnRKrXPCsoA","COURSE","On Premises Management, Security, and Upgrade with Google Cloud's Apigee API Platform",3,4.71428571428571,1055,84,"Google Cloud","Intermediate","https://www.coursera.org/learn/onprem-mgmt-security-apigee-gcp",FALSE
"3319","h6mZMTVSEemVlQ65Erh-fA","h6mZMTVSEemVlQ65Erh-fA","COURSE","Introduction to Blockchain: Evolution and Technology Concepts",7,4.61538461538461,983,13,"Association of International Certified Professional Accountants","Beginner","https://www.coursera.org/learn/blockchain-evolution-technology-concepts",FALSE
"3345","7YKgqQWxEeajjApphQ_KVw","7YKgqQWxEeajjApphQ_KVw","COURSE","Data Analysis and Presentation Skills: the PwC Approach Final Project",10,4.72794117647059,1330,136,"PwC","Beginner","https://www.coursera.org/learn/data-analysis-project-pwc",FALSE
"3353","qvkru5bqEeigcQ6ACV18LA","qvkru5bqEeigcQ6ACV18LA","COURSE","Approximation Algorithms",12,4.66666666666667,1016,6,"EIT Digital ","Intermediate","https://www.coursera.org/learn/approximation-algorithms",FALSE
"3361","C1-4dMSdEeWiGxJ5iODchw","C1-4dMSdEeWiGxJ5iODchw","COURSE","Bajemos la temperatura: De la ciencia climática a la acción",14,4.85443037974684,10008,158,"The World Bank Group","Beginner","https://www.coursera.org/learn/cambios-temperatura",FALSE
"3363","27_khHs4EeaXRRKK7mMjqw","27_khHs4EeaXRRKK7mMjqw","COURSE","Innovation & Entrepreneurship - From Design Thinking to Funding",19,4.59574468085106,6631,47,"EIT Digital ","Intermediate","https://www.coursera.org/learn/design-thinking-entrepreneurship",FALSE
"3373","kniChMy4Eeinpw4wFfol5g","kniChMy4Eeinpw4wFfol5g","COURSE","Character Setup and Animation",10,4.84615384615385,1495,13,"Unity","Intermediate","https://www.coursera.org/learn/character-setup-animation",FALSE
"3378","eAPzf1rCEeiSewqcLVURIg","eAPzf1rCEeiSewqcLVURIg","COURSE","Sales Training: Inbound Business Strategy",8,4.83333333333333,1086,18,"HubSpot Academy","Beginner","https://www.coursera.org/learn/inbound-business-strategy",FALSE
"3385","WmHcj1BlEeWMlwoziUhyxQ","WmHcj1BlEeWMlwoziUhyxQ","COURSE","Exploring Light: Hands-on Activities and Strategies for Teachers",10,4.68571428571429,5439,35,"Exploratorium","Intermediate","https://www.coursera.org/learn/teach-light-color",FALSE
"3401","f7HCZtZOEemDkAqyZy15Hg","f7HCZtZOEemDkAqyZy15Hg","COURSE","AI Workflow: Feature Engineering and Bias Detection",5,4.85714285714286,395,7,"IBM","Advanced","https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection",FALSE
"3419","ad9xTnfoEemI3hKEZBIFgg","ad9xTnfoEemI3hKEZBIFgg","COURSE","Blockchain for the decision maker",3,4.5,337,8,"EIT Digital ","Beginner","https://www.coursera.org/learn/blockchain-decision-maker",FALSE
"3420","YhzkWfzeEeiCpA7dL70lxg","YhzkWfzeEeiCpA7dL70lxg","COURSE","الشبكات العصبية والتعلم العميق",17,4.5,597,4,"deeplearning.ai","Intermediate","https://www.coursera.org/learn/neural-networks-deep-learning-ar",FALSE
"3424","UZu0wtZPEemAZRLx6FCxVg","UZu0wtZPEemAZRLx6FCxVg","COURSE","AI Workflow: Enterprise Model Deployment",6,5,280,4,"IBM","Advanced","https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment",FALSE
"3426","KkFzW9N7EeesLg4eQ_-o2A","KkFzW9N7EeesLg4eQ_-o2A","COURSE","Cryptography",12,4.60869565217391,713,46,"(ISC)²","Beginner","https://www.coursera.org/learn/cryptography-sscp",FALSE
"3438","oHlWRHjPEeiLdA4Qw67G5A","oHlWRHjPEeiLdA4Qw67G5A","COURSE","Application Systems Programming",13,4.49090909090909,1410,55,"Unity","Intermediate","https://www.coursera.org/learn/application-systems-programming",FALSE
"3449","4HXQKO-aEemjIRKsAX_xWg","4HXQKO-aEemjIRKsAX_xWg","COURSE","Getting Started with SAS Visual Analytics",8,5,110,1,"SAS","Beginner","https://www.coursera.org/learn/preparing-data-sas-va",FALSE
"3452","igHnPPcPEee5QAoaLNzYmg","igHnPPcPEee5QAoaLNzYmg","COURSE","Systems and Application Security",12,4.73170731707317,585,41,"(ISC)²","Beginner","https://www.coursera.org/learn/systems-application-security-sscp",FALSE
"3458","_DkQhXXWEemqoArotpdrqg","_DkQhXXWEemqoArotpdrqg","COURSE","Google Cloud Platform Fundamentals: Core Infrastructure dalam bahasa Indonesia",20,4.93150684931507,805,219,"Google Cloud","Intermediate","https://www.coursera.org/learn/gcp-fundamentals-core-infrastructure-id",FALSE
"3469","pfVIobdnEeim8hJNqWsBVg","pfVIobdnEeim8hJNqWsBVg","COURSE","Sales Training: Sales Team Management",8,4.83333333333333,921,18,"HubSpot Academy","Beginner","https://www.coursera.org/learn/sales-team-management",FALSE
"3478","Ry_QdsClEeS1xCIACzaDSQ","Ry_QdsClEeS1xCIACzaDSQ","COURSE","Tinkering Fundamentals: Circuits",11,4.72222222222222,5284,36,"Exploratorium","Beginner","https://www.coursera.org/learn/tinkering-circuits",FALSE
"3520","iTTT7Gj_EeifGg4pPObuXA","iTTT7Gj_EeifGg4pPObuXA","COURSE","How Google does Machine Learning en Español",12,4.71698113207547,1212,53,"Google Cloud","Intermediate","https://www.coursera.org/learn/google-machine-learning-es",FALSE
"3521","hTDw8hwYEeibjxJlofFHZA","hTDw8hwYEeibjxJlofFHZA","COURSE","Google Cloud Platform Big Data and Machine Learning Fundamentals 日本語版",16,4.49315068493151,1670,73,"Google Cloud","Intermediate","https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-jp",FALSE
"3524","T0CEvXgXEemIRQ6O2S9PmA","T0CEvXgXEemIRQ6O2S9PmA","COURSE","Generative Design for Performance and Weight Reduction",11,4.83333333333333,257,6,"Autodesk","Intermediate","https://www.coursera.org/learn/generative-design-performance-weight-reduction",FALSE
"3590","rCh7SYxLEei4VgrXLt_OBg","rCh7SYxLEei4VgrXLt_OBg","COURSE","3D Interactions and Navigation",10,4.4054054054054,1192,37,"Unity","Intermediate","https://www.coursera.org/learn/3d-interactions-and-navigation",FALSE
"3592","jHnTSHgzEemc4xKkn3C_NA","jHnTSHgzEemc4xKkn3C_NA","COURSE","Multi-Axis CNC Toolpaths",15,5,250,6,"Autodesk","Advanced","https://www.coursera.org/learn/multi-axis-cnc-toolpaths",FALSE
