Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Language,Already Enrolled,,,
https://www.edx.org/course/medicinal-chemistry-the-molecular-basis-of-drug-di,Medicinal Chemistry: The Molecular Basis of Drug Discovery,"Gain a better understanding of the drug discovery process to learn how safe, effective drugs are developed and optimized.",7 Weeks,6-8 hours per week,$49 USD,DavidsonX,Medicine,Intermediate,English,48308,,,
https://www.edx.org/course/computer-hardware-and-operating-systems,Computer Hardware and Operating Systems,This is a self-paced course from NYU that provides an Introduction to Computer Hardware and Operating Systems,6 Weeks,3-5 hours per week,$150 USD,NYUx,Computer Science,Introductory,English,8055,,,
https://www.edx.org/course/risk-management-in-development-projects,Risk Management in Development Projects,Learn to preemptively manage positive and negative events that may affect the execution of a development project.,10 Weeks,2-3 hours per week,$25 USD,IDBx,Business & Management,Intermediate,English,12620,,,
https://www.edx.org/course/lideres-para-la-gestion-en-seguridad-ciudadana-y-j,Líderes para la Gestión en Seguridad Ciudadana y Justicia,"Este curso se centra en seguridad ciudadana y justicia en America Latina y el Caribe. Aprende sobre lo ultimo en prevencion, modernizacion policial y de justicia, y reinsercion social.",10 Weeks,4-5 hours per week,$25 USD,IDBx,Social Sciences,Intermediate,Español,12252,,,
https://www.edx.org/course/maths-essentials,Maths Essentials,"Discover and acquire the fundamental maths skills that you will need to use while studying an MBA program, from algebra to differentiation and geometric series.",6 Weeks,2-5 hours per week,$79 USD,"ImperialBusinessX
ImperialX",Business & Management,Introductory,English,43476,,,
https://www.edx.org/course/best-practices-for-project-management-success,Best Practices for Project Management Success,Learn how to create an organizational environment that supports project success.,11 Weeks,8-12 hours per week,$150 USD,RITx,Business & Management,Intermediate,English,45520,,,
https://www.edx.org/course/agile-for-project-control-2,"Agile Process, Project, and Program Controls","Learn Agile controls that get work done with confidence by using true transparency (actuals not estimates) and continuous improvement to ensure your people, process, and products deliver valuable, working solutions.",4 Weeks,2-3 hours per week,$199 USD,"UMD
USMx",Engineering,Advanced,English,15518,,,
https://www.edx.org/course/master-control-in-supply-chain-management-and-logi,Master Control in Supply Chain Management and Logistics,Missing,7 Weeks,4-5 hours per week,$49 USD,ChalmersX,Business & Management,Introductory,English,29785,,,
https://www.edx.org/course/site-planning-online,Site Planning Online,"How to plan a site, its infrastructure and public spaces so that it is sustainable, supports human needs, compatible with its natural and man-made surroundings, adaptable and economically efficient. The course includes many examples of well planned sites.",10 Weeks,4-6 hours per week,$99 USD,MITx,Design,Intermediate,English,9922,,,
https://www.edx.org/course/computer-graphics-2,Computer Graphics,Missing,6 Weeks,6-12 hours per week,$99 USD,UCSanDiegoX,Computer Science,Intermediate,English,96778,,,
https://www.edx.org/course/object-oriented-programming,Object-Oriented Programming,Learn the principles of programming for building large and extensible systems.,4 Weeks,6-8 hours per week,$149 USD,IITBombayX,Computer Science,Introductory,English,92443,,,
https://www.edx.org/course/word-intermedio-herramientas-de-formato-y-producti,Word intermedio: herramientas de formato y productividad,"Este curso en línea te permitira aumentar tu rendimiento y productividad usando Microsoft Word, una de las la herramienta de procesamiento de texto mas usadas.",6 Weeks,4-5 hours per week,$50 USD,UPValenciaX,Computer Science,Intermediate,Español,9052,,,
https://www.edx.org/course/you-can-innovate-user-innovation-entrepreneurship,You Can Innovate: User Innovation & Entrepreneurship,"Identify a problem, develop a solution, and bootstrap your entrepreneurial venture.",10 Weeks,2-4 hours per week,$49 USD,MITx,Business & Management,Introductory,English,17815,,,
https://www.edx.org/course/introduccion-a-los-encofrados-y-las-cimbras-en-obr,Introducción a los encofrados y las cimbras en obra civil y edificación,Missing,4 Weeks,2-3 hours per week,$50 USD,UPValenciaX,Engineering,Introductory,Español,14529,,,
https://www.edx.org/course/fundamentals-of-containers-kubernetes-and-red-hat,"Fundamentals of Containers, Kubernetes, and Red Hat OpenShift",Missing,7 Weeks,1-3 hours per week,$99 USD,RedHat,Computer Science,Introductory,English,36341,,,
https://www.edx.org/course/statistical-inference-and-modeling-for-high-throug,Statistical Inference and Modeling for High-throughput Experiments,A focus on the techniques commonly used to perform statistical inference on high throughput data.,4 Weeks,2-4 hours per week,$149 USD,HarvardX,Data Analysis & Statistics,Intermediate,English,50718,,,
https://www.edx.org/course/html5-apps-and-games,HTML5 Apps and Games,"Today, developers are increasingly moving from native to HTML5-based apps. Increase your ability to design and deliver innovative services on the Web!",4 Weeks,6-8 hours per week,$199 USD,W3Cx,Computer Science,Advanced,English,85381,,,
https://www.edx.org/course/iot-system-design-software-and-hardware-integratio,IoT System Design: Software and Hardware Integration,Start developing your own Internet of Things (IoT) systemwith this exploration ofthe interaction between software and hardware.,4 Weeks,4-6 hours per week,$99 USD,WasedaX,Computer Science,Intermediate,English,13250,,,
https://www.edx.org/course/introduction-to-video-game-development-with-unity,Introduction to video game development with Unity,"Learn to develop multiplatform videogames using one of the most popular tools on the market, the Unity game engine.",6 Weeks,3-4 hours per week,$50 USD,UPValenciaX,Computer Science,Intermediate,English,6654,,,
https://www.edx.org/course/introduccion-a-las-finanzas-principios-de-valoraci,Introducción a las finanzas: Principios de valoración,Aprende de forma rápida y sencilla los principios básicos de valor del dinero en el tiempo y cómo usarlos para la toma de decisiones financieras y evaluación de proyectos de inversión.,4 Weeks,6-10 hours per week,$49 USD,URosarioX,Economics & Finance,Intermediate,Español,15953,,,
https://www.edx.org/course/solid-waste-management,Solid Waste Management,"Solid waste is one of the most pressing issues of our time. World over, people are generating greater amounts of garbage without much thought. The phrase “out of sight, out of mind” holds true for many of us when it comes to waste issues. Once garbage leaves our homes and offices and factories, do we really consider what happens to it, who’s collecting it, or what impact it’s having on our environment and our health?",6 Weeks,2-3 hours per week,$5 USD,WBGx,Environmental Studies,Introductory,English,6517,,,
https://www.edx.org/course/existential-well-being-counseling-a-person-centere,Existential Well-being Counseling: A Person-centered Experiential Approach,Explore existential themes in your personal and professional life. Develop strengths and counseling skills to improve your well-being and the well-being of others.,12 Weeks,6-8 hours per week,$49 USD,KULeuvenX,Humanities,Introductory,English,47035,,,
https://www.edx.org/course/structure-of-materials,Structure of Materials,Missing,16 Weeks,6-8 hours per week,$150 USD,MITx,Engineering,Intermediate,English,11347,,,
https://www.edx.org/course/data-structures-and-software-design,Data Structures and Software Design,Missing,4 Weeks,8-10 hours per week,$149 USD,PennX,Computer Science,Intermediate,English,29424,,,
https://www.edx.org/course/como-aprender-online,Cómo Aprender Online,Aprende las estrategias esenciales para un aprendizaje en línea exitoso,2 Weeks,2-3 hours per week,$49 USD,edX,Education & Teacher Training,Introductory,Español,6437,,,
https://www.edx.org/course/microsoft-service-adoption-specialist-2,Microsoft Service Adoption Specialist,Learn how to drive adoption of cloud services from Microsoft to enable business outcomes,4 Weeks,2-4 hours per week,$99 USD,Microsoft,Computer Science,Introductory,English,21112,,,
https://www.edx.org/course/applied-anatomy-of-the-locomotor-system,Applied anatomy of the locomotor system,"Explore the structure and function of bones, joints, and musclesin the human body. This course bridges the gap between the basic and clinical science studies, with several references to common pathologies that may affect the locomotor system.",8 Weeks,10-12 hours per week,$60 USD,FedericaX,Medicine,Intermediate,English,11594,,,
https://www.edx.org/course/fundamentos-de-fotografia-documental,Fundamentos de fotografía documental,"El curso proporcionará herramientas teóricas y técnicas para emplear la fotografía como parte de una investigación en las ciencias sociales, artes y las humanidades. Además de desarrollarcapacidades interpretativas y creativas de la fotografía.",6 Weeks,4-6 hours per week,$49 USD,URosarioX,Art & Culture,Introductory,Español,12035,,,
https://www.edx.org/course/just-reading-and-writing-in-english,Just Reading and Writing in English | 生活英语读写,Learn how to read and write in English in the context of lectures and academic texts. 以读促写，以写辅读！掌握正确的阅读技巧和写作技巧，让你实现一次英语读写的飞跃！,15 Weeks,2-4 hours per week,$149 USD,TsinghuaX,Art & Culture,Introductory,English,32040,,,
https://www.edx.org/course/chinas-political-and-intellectual-foundations-fr-2,China’s Political and Intellectual Foundations: From Sage Kings to Confucius,"Learn about China’s origins, its integral early thinkers, and competing states and schools of thought.",15 Weeks,1-3 hours per week,$139 USD,HarvardX,History,Introductory,English,46497,,,
https://www.edx.org/course/first-nights-handels-messiah-and-baroque-oratorio,First Nights - Handel's Messiah and Baroque Oratorio,"Discover Handel's Messiah in this installment of First Nights, which will explore five masterpieces of western music.",3 Weeks,3-5 hours per week,$49 USD,HarvardX,Humanities,Introductory,English,17593,,,
https://www.edx.org/course/foundations-of-data-structures,Foundations of Data Structures,Learn the best way to structure and represent data.,6 Weeks,6-8 hours per week,$149 USD,IITBombayX,Computer Science,Intermediate,English,53113,,,
https://www.edx.org/course/foundations-for-excellence-in-teaching-online,Foundations for Excellence in Teaching Online,Learn essential strategies for successful online teaching,2 Weeks,2-3 hours per week,$99 USD,ASUx,Education & Teacher Training,Introductory,English,6315,,,
https://www.edx.org/course/just-money-banking-as-if-society-mattered,Just Money: Banking as if Society Mattered,Learn how banks can use capital as a tool to promote social and environmental wellbeing.,16 Weeks,3-4 hours per week,$49 USD,MITx,Business & Management,Introductory,English,25094,,,
https://www.edx.org/course/matlab-and-octave-for-beginners,MATLAB and Octave for Beginners,"Learn MATLAB and Octave and start experimenting with matrix manipulations, data visualizations, functions and mathematical computations.",4 Weeks,5-6 hours per week,$139 USD,EPFLx,Computer Science,Introductory,English,67330,,,
https://www.edx.org/course/marketing-analytics-products-distribution-and-sale,"Marketing Analytics: Products, Distribution and Sales",Missing,4 Weeks,5-7 hours per week,$249 USD,BerkeleyX,Computer Science,Intermediate,English,49375,,,
https://www.edx.org/course/data-science-method,The Data Science Method,"Learn about the methodology, practices and requirements behind data science to better understand how to problem solve with data and ensure data is relevant and properly manipulated to address a variety of real-world projects and business scenarios.",7 Weeks,3-7 hours per week,$39 USD,IBM,Data Analysis & Statistics,Introductory,English,6692,,,
https://www.edx.org/course/reputation-management-in-a-digital-world,Reputation Management in a Digital World,Missing,6 Weeks,3-4 hours per week,$99 USD,CurtinX,Communication,Intermediate,English,39106,,,
https://www.edx.org/course/compilers,Compilers,"This self-paced course will discuss the major ideas used today in the implementation of programming language compilers, including lexical analysis, parsing, syntax-directed translation, abstract syntax trees, types and type checking, intermediate languages, dataflow analysis, program optimization, code generation, and runtime systems. As a result, you will learn how a program written in a high-level language designed for humans is systematically translated into a program written in low-level assembly more suited to machines. Along the way we will also touch on how programming languages are designed, programming language semantics, and why there are so many different kinds of programming languages.",10 Weeks,5-10 hours per week,$149 USD,StanfordOnline,Computer Science,Introductory,English,6218,,,
https://www.edx.org/course/introduction-to-the-internet-of-things-3,Introduction to Internet of Things (IoT),Introduction to IoT is an interactive introduction to build fundamental knowledge on the concepts and applications of the Internet of Things.,2 Weeks,1-5 hours per week,$49 USD,Rolls-Royce,Data Analysis & Statistics,Introductory,English,6179,,,
https://www.edx.org/course/international-humanitarian-law,International Humanitarian Law,"Learn how international law regulates armed conflicts, protects individuals in wartime, and guarantees minimum compliance.",12 Weeks,4-12 hours per week,$150 USD,LouvainX,Law,Advanced,English,30681,,,
https://www.edx.org/course/connected-strategy-2,Connected Strategy,Missing,6 Weeks,2-4 hours per week,$199 USD,Wharton,Business & Management,Intermediate,English,9148,,,
https://www.edx.org/course/comunicacion-efectiva-para-el-lider-actual,Comunicación efectiva para el líder actual,Aprende a identificar y desarrollar las habilidades de comunicación más importantes: asertividad y empatía.,4 Weeks,5-8 hours per week,$149 USD,TecdeMonterreyX,Communication,Introductory,Español,16505,,,
https://www.edx.org/course/money-markets-foreign-exchange-and-time-value-of-m,"Money Markets, Foreign Exchange and Time Value of Money","Get introduced to the money markets, foreign exchange and time-value of money.",4 Weeks,1-2 hours per week,$199 USD,NYIF,Economics & Finance,Introductory,English,11527,,,
https://www.edx.org/course/future-cities,Future Cities,"Understand a city’s people, components, functions, scales and dynamics, as precondition for its sustainable design and management.",10 Weeks,2-3 hours per week,$169 USD,ETHx,Architecture,Introductory,English,68962,,,
https://www.edx.org/course/steps-in-japanese-for-beginners1-part2-2,Steps in Japanese for Beginners1 Part2,"Learn how to acquire essential information, as well as how to convey information to others.",5 Weeks,3-5 hours per week,$99 USD,WasedaX,Language,Introductory,English,7425,,,
https://www.edx.org/course/basic-analytical-chemistry,Basic Analytical Chemistry,Gain a physical understanding of the principles of analytical chemistry andtheir application in scientific research.,6 Weeks,3-4 hours per week,$49 USD,UTokyoX,Chemistry,Introductory,English,17746,,,
https://www.edx.org/course/leadership-and-influence,Leadership and Influence,Develop the skills to motivate and inspire others so you can confidently lead your organization to success.,7 Weeks,8-10 hours per week,$214 USD,"UMD
USMx",Business & Management,Advanced,English,27027,,,
https://www.edx.org/course/intellectual-property-law-and-policy-part-1,Intellectual Property Law and Policy: Part 1,Explore the legal doctrines at the core of the innovation economy and learn how legal rights and information shape our lives.,6 Weeks,2-3 hours per week,$169 USD,PennX,Law,Intermediate,English,42825,,,
https://www.edx.org/course/first-nights-monteverdis-lorfeo-and-the-birth-of-o,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,"Learn about Claudio Monteverdi's L 'Orfeo , one of the first operas ever written.",3 Weeks,3-5 hours per week,$49 USD,HarvardX,Humanities,Introductory,English,12707,,,
https://www.edx.org/course/financial-accounting-made-fun-eliminating-your-fea,Financial Accounting Made Fun: Eliminating Your Fears,Learn the language of financial accounting and how to use financial statement information to better manage and grow your business.,4 Weeks,4-6 hours per week,"₹14,889",BabsonX,Business & Management,Introductory,English,35662,,,
https://www.edx.org/course/introduction-to-jenkins,Introduction to Jenkins,Learn the fundamentals required to implement Continuous Integration (CI) and Continuous Delivery (CD) workflows using the Jenkins automation server.,10 Weeks,2-3 hours per week,$199 USD,LinuxFoundationX,Computer Science,Introductory,English,6008,,,
https://www.edx.org/course/japanese-culture-and-language-i-1,Japanese Culture and Language (I) |日语与日本文化（1）,Do you have interests in the Japanese life styles and their national cultures? Do you have the ambition to grasp some basic Japanese quickly?Then this is the course for you.,10 Weeks,3-5 hours per week,$139 USD,TsinghuaX,Art & Culture,Introductory,中文,16913,,,
https://www.edx.org/course/introduction-to-bioconductor-annotation-and-analys,Introduction to Bioconductor,"The structure, annotation, normalization, and interpretation of genome scale assays.",5 Weeks,2-4 hours per week,$149 USD,HarvardX,Data Analysis & Statistics,Intermediate,English,35716,,,
https://www.edx.org/course/deep-learning-fundamentals-with-keras,Deep Learning Fundamentals with Keras,"New to deep learning? Start with this course, that will not only introduce you to the field of deep learning but give you the opportunity to build your first deep learning model using thepopular Keras library.",5 Weeks,2-4 hours per week,$99 USD,IBM,Data Analysis & Statistics,Intermediate,English,30766,,,
https://www.edx.org/course/software-engineering-introduction,Software Engineering: Introduction,"Learn how to apply engineering principles, such as Agile, to build a full-stack software system.",6 Weeks,8-10 hours per week,$125 USD,UBCx,Computer Science,Advanced,English,33822,,,
https://www.edx.org/course/emsat-english-preparation-level-2,EmSAT English Preparation - Level 2,"This EmSAT preparation course expands upon basic grammatical knowledge, develops general English vocabulary and develops critical thinking. To assist in preparation for the EmSAT exam learners develop exam strategies through their understanding of different reading and vocabulary question types.",6 Weeks,2-3 hours per week,$49 USD,UAEUX,Language,Intermediate,English,6431,,,
https://www.edx.org/course/analisis-de-datos-diseno-y-visualizacion-de-tabler,Análisis de datos: Diseño y Visualización de Tableros,"Aprende cómo transformar datos sin procesar, con el uso de tableros en Excel, para apoyar las decisiones de negocio.",8 Weeks,4-6 hours per week,$49 USD,DelftX,Computer Science,Intermediate,Español,17735,,,
https://www.edx.org/course/diseno-e-innovacion-de-modelo-de-negocios,Diseño e innovación de modelo de negocios,Los modelos de negocios son una importante herramienta al emprender un nuevo negocio o al construir una empresa de crecimiento. El analisis de modelo de negocios nos provee de un marco de referencia simple y efectivo para evaluar nuevas oportunidades.,4 Weeks,5-8 hours per week,"₹7,407",TecdeMonterreyX,Business & Management,Advanced,Español,6351,,,
https://www.edx.org/course/essential-career-skills-for-investment-banking-and,Essential Career Skills for Investment Banking and Finance,Accelerate your financial fluency and fool-proof your career in Investment Banking and Finance.,2 Weeks,3-4 hours per week,$49 USD,NYIF,Business & Management,Introductory,English,10986,,,
https://www.edx.org/course/anatomy-cardiovascular-urinary-and-respiratory-sys,"Anatomy: Cardiovascular, Urinary, and Respiratory Systems","Learn the multifaceted structures and functions of the cardiovascular, urinary, and respiratory systems.",4 Weeks,2-3 hours per week,$49 USD,MichiganX,Biology & Life Sciences,Introductory,English,34621,,,
https://www.edx.org/course/comunicacion-sin-dano-durante-la-pandemia,COVID-19: Comunicarnos sin daño durante la pandemia,"El comunicador y todos los medios de comunicación, se constituyen en agentes fundamentales en la prevención del escalamiento de la epidemia actual y en proveer información que no cause daño y que beneficie a todos.",1 Weeks,4-5 hours per week,$10 USD,JaverianaX,Medicine,Introductory,Español,5771,,,
https://www.edx.org/course/molecular-biology-part-2-transcription-and-transposition,Molecular Biology - Part 2: Transcription and Transposition,Strengthen your scientific thinking and experimental design skills in this adventure through transcription and transposition.,7 Weeks,4-8 hours per week,$99 USD,MITx,Biology & Life Sciences,Advanced,English,17384,,,
https://www.edx.org/course/plato-socrates-and-the-birth-of-western-philosophy,"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源","Explore the works of Plato, Aristotle, Heraclitus and other originators of Western philosophy in an immersive study of ancient Greek and Roman philosophers. 本课程通过讲述古希腊罗马哲学家丰富的思想和观点，探讨西方哲学精神的起源，揭示西方民族的精神取向，阐明西方民族思维方式的特征。",16 Weeks,1-3 hours per week,$49 USD,TsinghuaX,Humanities,Introductory,English,20749,,,
https://www.edx.org/course/aprende-griego-clasico-1,"Introducción al griego clásico: lengua, nombres y mitología","Iníciate en el fascinante mundo de la lengua griega clásica, aprende el alfabeto, estudia las declinaciones, y conoce los mitos de Prometeo y Pandora.",5 Weeks,4-5 hours per week,$49 USD,UAMx,Language,Introductory,Español,17532,,,
https://www.edx.org/course/robotics-foundations-i-robot-modeling,Robotics Foundations I - Robot Modeling,This course explores the robotics foundations for modelling of robot manipulators.,8 Weeks,8-10 hours per week,$60 USD,FedericaX,Engineering,Intermediate,English,9371,,,
https://www.edx.org/course/estrategias-y-estilos-de-negociacion,Estrategias y estilos de negociación,Aprende los diferentes estilos y estrategias de negociación en función de los resultados esperados y su impacto en la relación entre las partes involucradas.,4 Weeks,5-8 hours per week,$149 USD,TecdeMonterreyX,Business & Management,Introductory,Español,11840,,,
https://www.edx.org/course/smart-cities,Smart Cities,"Learn how data and information impact the design, sustainability and resilence of future cities.",10 Weeks,2-3 hours per week,$169 USD,ETHx,Architecture,Introductory,English,34525,,,
https://www.edx.org/course/comunicacion-y-redaccion-digital,Comunicación y Redacción Digital,"En este curso aprenderás los conceptos básicos que cualquier texto escrito para Internet debe tener, para que pueda ser encontrado con mayor facilidad por los motores de búsqueda.",4 Weeks,3-4 hours per week,$29 USD,AnahuacX,Communication,Introductory,Español,5761,,,
https://www.edx.org/course/question-everything-scientific-thinking-in-real-li,Question Everything: Scientific Thinking in Real Life,Learn how to use math and science to solve everyday problems.,8 Weeks,2-4 hours per week,$59 USD,UQx,Math,Introductory,English,33984,,,
https://www.edx.org/course/visualizing-japan-1850s-1930s-westernization-prote,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",Missing,6 Weeks,3-5 hours per week,$49 USD,MITx,Art & Culture,Introductory,English,32613,,,
https://www.edx.org/course/the-divine-comedy-dantes-journey-to-freedom,The Divine Comedy: Dante's Journey to Freedom,"Jorge Luis Borges, the great Argentine writer, said that no one should deny themselves the pleasure of reading Dante's Divine Comedy. In this course, you will discover precisely what Borges meant.",8 Weeks,9-10 hours per week,$49 USD,GeorgetownX,Humanities,Introductory,English,11113,,,
https://www.edx.org/course/marketing-innovative-products-and-services,Marketing Innovative Products and Services,Learn essential marketing concepts and practical commercialization strategies to bring your new venture to market,4 Weeks,2-3 hours per week,$149 USD,"UMD
USMx",Business & Management,Introductory,English,5615,,,
https://www.edx.org/course/financial-programming-and-policies-part-1-macroeco,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis","A course on the macroeconomic accounts, their interrelationships, and the analysis of economic developments.",6 Weeks,8-10 hours per week,$25 USD,IMFx,Economics & Finance,Intermediate,English,29238,,,
https://www.edx.org/course/effective-decision-making-dealing-with-business-co,Effective Decision Making: Dealing with Business Complexity,Missing,5 Weeks,4-5 hours per week,$125 USD,DelftX,Business & Management,Intermediate,English,25814,,,
https://www.edx.org/course/case-studies-in-functional-genomics,Case Studies in Functional Genomics,"Perform RNA-Seq, ChIP-Seq, and DNA methylation data analyses, using open source software, including R and Bioconductor.",5 Weeks,2-4 hours per week,$149 USD,HarvardX,Data Analysis & Statistics,Advanced,English,26286,,,
https://www.edx.org/course/gestion-de-operaciones,Gestión de operaciones,En este curso en línea se realiza una introducción a las dimensiones más relevantes del diseño y ejecución de operaciones en general y a su enfoque hacia el sector servicios en particular.,6 Weeks,5-7 hours per week,$119 USD,UNCordobaX,Business & Management,Introductory,Español,8815,,,
https://www.edx.org/course/network-security-foundations,Network and Security Foundations,"This WGU course introduces the components of a computer network and the concept and role of communication protocols. The course covers widely used categorical classifications of networks, as well as network topologies, physical devices, and layered abstraction. The course also introduces basic concepts of security, covering vulnerabilities of networks and mitigation techniques, security of physical media, and security policies and procedures.",8 Weeks,9-10 hours per week,$549 USD,WGUx,Computer Science,Introductory,English,5940,,,
https://www.edx.org/course/bases-matematicas-algebra,Bases Matemáticas: Álgebra,"En este curso se tratan los sistemas de ecuaciones, las matrices y cómo usarlas para resolverlos.",4 Weeks,3-4 hours per week,$50 USD,UPValenciaX,Math,Introductory,Español,34133,,,
https://www.edx.org/course/ap-physics-1,AP Physics 1,Missing,18 Weeks,3-4 hours per week,$49 USD,RICEx,Physics,Introductory,English,41434,,,
https://www.edx.org/course/vaccines-from-smallpox-to-technologies-of-future,Vaccines: from smallpox to technologies of the future,"Gain insights in the past, present and future of global immunization.",6 Weeks,3-5 hours per week,$49 USD,KULeuvenX,Medicine,Intermediate,English,5788,,,
https://www.edx.org/course/introduction-to-biomedical-imaging,Introduction to Biomedical Imaging,Discover how medical imaging technologies are complementary and what information they provide to health professionals.,12 Weeks,4-5 hours per week,$99 USD,UQx,Medicine,Introductory,English,55691,,,
https://www.edx.org/course/computer-vision-fundamentals,Computer Vision Fundamentals with Watson and OpenCV,"Learn about computer vision, one of the most exciting fields in machine learning. artificial intelligence and computer science.",14 Weeks,7-14 hours per week,$99 USD,IBM,Computer Science,Introductory,English,6096,,,
https://www.edx.org/course/work-and-employment-for-a-sustainable-future,Work and Employment for a Sustainable Future,"We are living in a financially fragile world. There is economic growth, but not enough opportunities to find decent work. Globally, more than 200 million people are still unemployed, but there has been progress in standards of labour and work. This is not sustainable. Learn from experts from the International Labour Organization, Harvard University, and more about the state of work in our world, and what it will take to ensure steady, inclusive and sustainable economic development for all.",6 Weeks,2-4 hours per week,$49 USD,SDGAcademyX,Economics & Finance,Intermediate,English,5533,,,
https://www.edx.org/course/fundamentos-de-la-guitarra-electrica-y-acustica,Fundamentos de la guitarra eléctrica y acústica,Desarrolla las habilidades musicales necesarias para tocar la guitarra acústica o eléctrica. Este curso de guitarra te lleva de la teórica musical a la práctica.,6 Weeks,2-5 hours per week,$49 USD,BerkleeX,Music,Introductory,Español,12331,,,
https://www.edx.org/course/c-programming-modular-programming-and-memory-manag,C Programming: Modular Programming and Memory Management,Enhance your coding skills along your path to becoming a proficient C programmer with the essential concepts of functions and pointers. Receive instant feedback on your code right within your browser.,7 Weeks,2-4 hours per week,$49 USD,"Dartmouth_IMTx
DartmouthX
IMTx",Computer Science,Introductory,English,17852,,,
https://www.edx.org/course/agile-solutions-for-greater-innovation,Agile Innovation and Problem Solving Skills,Learn how to deliver greater value through Agile solution targeting and theory of constraints that unleash your team's innovative potential.,4 Weeks,2-3 hours per week,$199 USD,"UMD
USMx",Engineering,Advanced,English,11950,,,
https://www.edx.org/course/introduccion-a-r,Introducción a R,"R es uno de los lenguajes más utilizados en el análisis de datos, ciencia de datos e inteligencia artificial. Conocerlo y dominarlo es un factor clave para lograr estrategias competitivas basadas en los datos. Este curso te brindará las bases de la programación en R con un enfoque práctico.",4 Weeks,5-8 hours per week,$49 USD,AnahuacX,Data Analysis & Statistics,Introductory,Español,5438,,,
https://www.edx.org/course/public-speaking-2,Public Speaking,Build confidence as a speaker by learning how to use simple tools and skills to prepare and deliver memorable presentations.,3 Weeks,4-6 hours per week,$199 USD,RITx,Communication,Introductory,English,5571,,,
https://www.edx.org/course/circular-economy-for-a-sustainable-built-environ-2,Circular Economy for a Sustainable Built Environment,Learn how the principles of the Circular Economy can be applied to the built environment ranging from products and buildings to metropolitan and regional development strategies.,6 Weeks,3-5 hours per week,$50 USD,DelftX,Architecture,Intermediate,English,7324,,,
https://www.edx.org/course/astrophysics-cosmology,Astrophysics: Cosmology,"Exploring the origin, fate and nature of our universe.",10 Weeks,2-4 hours per week,$50 USD,ANUx,Physics,Intermediate,English,81831,,,
https://www.edx.org/course/berkleex-vocal-recording-technology,Vocal Recording Technology,"Explore emerging innovations in vocal production, audio engineering, recording, and mixing.",6 Weeks,5-6 hours per week,$49 USD,BerkleeX,Engineering,Introductory,English,51550,,,
https://www.edx.org/course/cosmic-rays-dark-matter-and-the-mysteries-of-the-2,"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",Join us on a unique exploration of one of the universe’s deepest mysteries: cosmic rays,4 Weeks,3-5 hours per week,$49 USD,WasedaX,Physics,Intermediate,English,12742,,,
https://www.edx.org/course/alzheimers-disease-dementia-care,Alzheimer’s Disease & Dementia Care,"Provides an overview of Alzheimer’s disease, including pathophysiology, risk factors, stages, symptoms, diagnosis, including medications used to enhance cognitive function. Reviews modified communication strategies that optimize interactions and reduce behavioral expressions. Explores the topic of dementia caregiving, its challenges and resources available, as well as special care considerations when the person with dementia is hospitalized.",5 Weeks,2-3 hours per week,$49 USD,"SU
USMx",Medicine,Intermediate,English,5256,,,
https://www.edx.org/course/e-learning-on-digital-agriculture,e-Learning on Digital Agriculture,"Agriculture is no exception to digital revolution, going beyond a simple adoption of Information and Communication Technologies (ICTs). According to ICRISAT, digital agriculture is defined as “ICT and data ecosystems to support the development and delivery of timely, targeted information and services to make farming profitable and sustainable while delivering safe nutritious and affordable food for all.”",5 Weeks,2-3 hours per week,$5 USD,WBGx,Environmental Studies,Introductory,English,5259,,,
https://www.edx.org/course/monetary-policy-analysis-and-forecasting,Monetary Policy Analysis and Forecasting,"Learn about the macroeconomic motivation of the quarterly projection model (QPM), its key properties, model calibration, data filtration, and how to implement the QPM in MATLAB software in order to learn and understand practical model building and model operation as it is usually done in central banks.",6 Weeks,8-10 hours per week,$25 USD,IMFx,Economics & Finance,Advanced,English,5267,,,
https://www.edx.org/course/mechanics-kinematics-and-dynamics,Mechanics: Kinematics and Dynamics,Learn about kinematics and dynamics in this calculus-based physics course.,12 Weeks,10-12 hours per week,$49 USD,MITx,Physics,Intermediate,English,33320,,,
https://www.edx.org/course/macroeconomic-diagnostics,Macroeconomic Diagnostics,"Through this course, learn to assess a country’s macroeconomic situation utilizing practical tools that will help you engage in day-to-day macroeconomic analysis.",6 Weeks,6-8 hours per week,$25 USD,IMFx,Economics & Finance,Intermediate,English,22186,,,
https://www.edx.org/course/aprende-a-disenar-jardines-verticales-y-cuadros-vivos,Aprende a diseñar jardines verticales y cuadros vivos,"Estos son una excelente solución para llenar de vida espacios vacíos de un ambiente. Los jardines verticales son beneficiosos para la armonía del hogar y la salud, ya que, generan oxígeno y a su vez absorben dióxido de carbono.",4 Weeks,1-2 hours per week,$29 USD,UNCordobaX,Biology & Life Sciences,Introductory,Español,5215,,,
