Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Language,Already Enrolled,,,
https://www.edx.org/course/ortodoncia-tratamientos-dentales-sencillos-para-ca,Ortodoncia: tratamientos dentales sencillos para casos complejos,Missing,5 Weeks,9-10 hours per week,"₹3,666",JaverianaX,Health & Safety,Advanced,Español,Missing,,,
https://www.edx.org/course/as-above-so-below-an-introduction-to-soils-ecosyst,"As above, so below: An introduction to soils, ecosystems and livelihoods in the Tropics",Missing,7 Weeks,4-6 hours per week,$49 USD,KULeuvenX,Environmental Studies,Intermediate,English,Missing,,,
https://www.edx.org/course/energy-needs-in-buildings-2,Energy Demand in Buildings,Discover how building design and occupancy determines the energy demand in buildings and learn how to (re)design low energy buildings.,4 Weeks,4-6 hours per week,"₹7,407",DelftX,Architecture,Introductory,English,Missing,,,
https://www.edx.org/course/a-la-decouverte-du-theatre-classique-francais-tome,À la découverte du théâtre classique français – Tome 1,Missing,6 Weeks,2-3 hours per week,Missing,History,Introductory,Français,Français,Missing,,,
https://www.edx.org/course/identificacion-de-producto-con-codigos-de-barras,Identificación de producto con códigos de barras,Missing,5 Weeks,5-7 hours per week,"₹1,870",logycaX,Business & Management,Introductory,Español,Missing,,,
https://www.edx.org/course/venture-capital,Venture Capital,Der MOOC Venture Capital hilft im Umgang mit potentiellen Investoren und Venture Capitalists.,7 Weeks,5-6 hours per week,$99 USD,RWTHx,Business & Management,Introductory,Deutsch,Missing,,,
https://www.edx.org/course/generative-modelling,Generative Modelling,This course focuses on the generation of complex spatial information models capturing various relationships and constraints. You will learn how to tackle challenging problems by integrating multiple procedures that work together to generate spatial information models.,5 Weeks,4-6 hours per week,"₹11,148",NUS,Design,Advanced,English,Missing,,,
https://www.edx.org/course/optimization-methods-for-business-analytics,Optimization Methods for Business Analytics,Missing,6 Weeks,6-8 hours per week,"₹3,666",MITx,Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/global-food-futures-and-agri-food-systems-solution,Global Food Futures and Agri-food Systems Solutions,"Learners will analyze proposed solutions to some of the most pressing agri-food challenges and participate in creating innovative solutions to build a global food system in the face of rapidly changing climates, minimizing harm to Earth’s natural systems.",8 Weeks,10-15 hours per week,$199 USD,DoaneX,Business & Management,Intermediate,English,Missing,,,
https://www.edx.org/course/sparse-representations-in-image-processing-from-th,Sparse Representations in Image Processing: From Theory to Practice,Learn about the deployment of the sparse representation model to signal and image processing.,5 Weeks,5-6 hours per week,"₹7,407","IsraelX
Technion",Data Analysis & Statistics,Advanced,English,https://prod-discovery.edx-cdn.org/media/course/image/096b151e-35f7-43a1-b31e-614216a183ca-2e03026cc0d3.small.jpg,Missing,,
https://www.edx.org/course/marketing-essentials-final-exam,Marketing Essentials Final Exam,A comprehensive exam covering the Marketing Essentials courses.,1 Weeks,7-9 hours per week,$199 USD,DoaneX,Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/certain-patient-centered-outcomes-research,CERTaIN: Patient-Centered Outcomes Research,Learn what comparative effectiveness research (CER) and patient-centered outcomes research (PCOR) are and identify the difference between CER/PCOR studies and randomized controlled trials.,3 Weeks,3-4 hours per week,$249 USD,MDAndersonX,Data Analysis & Statistics,Introductory,English,Missing,,,
https://www.edx.org/course/trends-in-e-psychology,Trends in e-Psychology,Missing,4 Weeks,4-5 hours per week,"₹3,666",KULeuvenX,Humanities,Intermediate,English,Missing,,,
https://www.edx.org/course/computational-thinking-and-big-data,Computational Thinking and Big Data,"Learn the core concepts of computational thinking and how to collect, clean and consolidate large-scale datasets.",10 Weeks,8-10 hours per week,"₹18,630",AdelaideX,Computer Science,Introductory,English,20161,,,
https://www.edx.org/course/orchestrating-big-data-with-azure-data-factory,Orchestrating Big Data with Azure Data Factory,Missing,4 Weeks,3-4 hours per week,"₹7,407",Microsoft,Computer Science,Advanced,English,Missing,,,
https://www.edx.org/course/global-health-beyond-ebola,"Global Health: Ebola, COVID, and Beyond",Become part of the global health community and prepare yourself to join teams providing care.,6 Weeks,2-3 hours per week,$49 USD,"UMGC
UMB
USMx",Social Sciences,Introductory,English,Missing,,,
https://www.edx.org/course/contemporary-manuscript-illumination-of-herat,Contemporary Manuscript Illumination of Herat,Missing,6 Weeks,6-8 hours per week,Missing,Art & Culture,Introductory,English,English,Missing,,,
https://www.edx.org/course/hacking-postgresql-data-access-methods,Hacking PostgreSQL: Data Access Methods,"Learn the science, engineering practices and hacking techniques of data access – core aspects of information processing in a database.",14 Weeks,3-4 hours per week,$49 USD,UrFUx,Computer Science,Advanced,English,Missing,,,
https://www.edx.org/course/supply-chain-management-a-decision-making-framewor,Supply Chain Management: A Decision-Making Framework,"Learn how to make rational and confident supply chain decisions, by understanding how they impact the finance, market and strategy of your company.",10 Weeks,6-8 hours per week,$50 USD,LouvainX,Business & Management,Intermediate,English,27303,,,
https://www.edx.org/course/digital-dividends-strengthening-the-analog-foundat,Digital Dividends: Strengthening the Analog Foundation of the Digital Revolution,Missing,6 Weeks,4-6 hours per week,$5 USD,WBGx,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/chinas-ancient-ritual-civilization,中国古代礼义文明 | China’s Ancient Ritual Civilization,Learn about China’s ancient ritual civilization and cultural traditions. 中国是传承千年的礼仪之邦，中国文化的核心是礼。本课程讲通过大量的文献材料，深入浅出地讲授中国古代礼仪文明的基本框架。,10 Weeks,2-3 hours per week,"₹10,400",TsinghuaX,History,Introductory,中文,Missing,,,
https://www.edx.org/course/accessible-gamification,Accessible Gamification,Missing,5 Weeks,2-3 hours per week,"₹3,666",GTx,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/how-to-win-coding-competitions-secrets-of-champion,How to Win Coding Competitions: Secrets of Champions,Missing,7 Weeks,4-6 hours per week,$99 USD,ITMOx,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/design-and-development-of-games-for-learning,Design and Development of Games for Learning,Missing,9 Weeks,6-10 hours per week,$99 USD,MITx,Education & Teacher Training,Introductory,English,Missing,,,
https://www.edx.org/course/data-access-in-c-and-net-core,Data Access in C# and .NET Core,Missing,4 Weeks,2-4 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/intermediate-chinese-grammar,中级汉语语法 | Intermediate Chinese Grammar,Missing,12 Weeks,4-6 hours per week,$49 USD,PekingX,Humanities,Intermediate,中文,Missing,,,
https://www.edx.org/course/angular-fundamentals,Angular Fundamentals,Missing,4 Weeks,2-3 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/robotics-dynamics-and-control,Robotics: Dynamics and Control,"Learn how to design and engineer complex, dynamic robotic systems.",12 Weeks,8-10 hours per week,"₹26,111",PennX,Computer Science,Advanced,English,27695,,,
https://www.edx.org/course/managing-addiction-a-framework-for-successful-trea,Managing Addiction: A Framework for Successful Treatment,Understand how to recognize addiction and to match a person with alcohol and other drug problems to treatment using a full range of evidence-based responses.,5 Weeks,2-3 hours per week,$199 USD,AdelaideX,Medicine,Introductory,English,15508,,,
https://www.edx.org/course/pathologybing-li-xue,Pathology | 病理学,"Pathology is a basic medical discipline that explores diseases mainly from the perspective of morphology. By observing and studying the morphological changes of the diseased body, combined with changes in function and metabolism, it clarifies the basic laws of the occurrence and development of diseases and reveals the nature of diseases. Pathology is known as a doctor of doctors.",17 Weeks,4-6 hours per week,$49 USD,TsinghuaX,Biology & Life Sciences,Intermediate,English,Missing,,,
https://www.edx.org/course/from-graph-to-knowledge-graph-algorithms-and-appli,From Graph to Knowledge Graph – Algorithms and Applications,Missing,5 Weeks,3-5 hours per week,"₹7,407",Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/windows-powershell-basics,Windows PowerShell Basics,Missing,6 Weeks,4-5 hours per week,"₹7,407",Microsoft,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/technologie-et-vieillissement,Technologie et vieillissement,Missing,3 Weeks,3-4 hours per week,"₹3,741",UPValenciaX,Health & Safety,Introductory,Français,Missing,,,
https://www.edx.org/course/vision-general-de-la-mercadotecnia-y-su-funcion-para-los-negocios,Visión general del marketing y su función para los negocios,Conoce los conceptos fundamentales del marketing como disciplina estratégica para el éxito de los negocios.,5 Weeks,5-8 hours per week,$49 USD,AnahuacX,Business & Management,Intermediate,Español,Missing,,,
https://www.edx.org/course/implementing-real-time-analytics-with-hadoop-in-az,Implementing Real-Time Analytics with Hadoop in Azure HDInsight,Missing,4 Weeks,2-3 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/measuring-health-outcomes-in-field-surveys,Measuring Health Outcomes in Field Surveys,Missing,9 Weeks,3-4 hours per week,"₹7,407",MITx,Social Sciences,Introductory,English,Missing,,,
https://www.edx.org/course/sales-enablement-analytics,Sales Enablement & Analytics,"Learn how to use data, tools, and technology to drive productivity and set yourself apart as sales leader.",6 Weeks,4-6 hours per week,"₹11,148",QueensX,Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/democracy-and-development-perspectives-from-afri-2,Democracy and Development: Perspectives from Africa,Learn about the drivers of democratic development in contemporary Africa.,9 Weeks,3-4 hours per week,$49 USD,MITx,Humanities,Introductory,English,Missing,,,
https://www.edx.org/course/us-healthcare-systems,U.S. Healthcare Systems,"Examine the structure and delivery of the U.S. healthcare system and its impact on population health outcomes, and comparative analysis.",2 Weeks,5-10 hours per week,"₹7,407",DoaneX,Business & Management,Intermediate,English,Missing,,,
https://www.edx.org/course/contemporary-japanese-society-what-has-been-happen,Contemporary Japanese Society: What Has Been Happening Behind Demographic Change?,Missing,6 Weeks,1-2 hours per week,$49 USD,UTokyoX,Social Sciences,Intermediate,English,Missing,,,
https://www.edx.org/course/web-security-fundamentals,Web Security Fundamentals,Missing,5 Weeks,4-6 hours per week,$49 USD,KULeuvenX,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/introduccion-a-la-programacion-en-java-estructuras,Introducción a la programación en Java: estructuras de datos y algoritmos,¡Aprende a mejorar tu código en Java utilizando estructuras de datos fundamentales y potentes algoritmos de programación!,5 Weeks,5-7 hours per week,"₹3,666",UC3Mx,Computer Science,Introductory,Español,13499,,,
https://www.edx.org/course/radio-sky-1,The Radio Sky I: Science and Observations,Be captivated by the exotic objects that populate the Radio Sky and gain a solid understanding of their physics and the fundamental techniques we use to observe them.,7 Weeks,3-4 hours per week,"₹10,100",EPFLx,Physics,Intermediate,English,Missing,,,
https://www.edx.org/course/asynchronous-programming-in-c-and-net-core,Asynchronous Programming in C# and .NET Core,Missing,4 Weeks,2-4 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/procedural-modelling,Procedural Modelling,This course will focus on the fundamentals of procedural programming in 3D. You’ll learn to write computational procedures using data structures and control-flow statements to automate the production of geometric models.,5 Weeks,4-6 hours per week,$149 USD,NUS,Design,Introductory,English,Missing,,,
https://www.edx.org/course/negociacion-exitosa-estrategias-y-habilidades-esenciales-en-espanol,Negociación exitosa: Estrategias y habilidades esenciales (en español),Desarrolle habilidades de negociación y aprenda a usar y aplicar estrategias de negociación a su vida con la Universidad de Michigan.,7 Weeks,2-4 hours per week,$49 USD,MichiganX,Business & Management,Introductory,Español,Missing,,,
https://www.edx.org/course/product-design-the-delft-design-approach-5,Introductie productontwerpen: van probleem tot prototype,Leer nuttige en gebruiksvriendelijke producten te ontwerpen in dit introductievak van de wereldberoemde ontwerpopleiding van de Technische Universiteit Delft.,6 Weeks,4-6 hours per week,Missing,Design,Introductory,Nederlands,Nederlands,Missing,,,
https://www.edx.org/course/the-bible-in-light-of-the-ancient-near-east-2,The Bible in Light of the Ancient Near East,"This course is an introduction to the Bible, set against the background of the rich Archaeological findings from the Ancient Near East.",9 Weeks,2-4 hours per week,$49 USD,IsraelX,Art & Culture,Introductory,English,Missing,,,
https://www.edx.org/course/data-privacy-awareness,Data Privacy Awareness,This course provides an understanding of data privacy compliance in Rolls-Royce: what data privacy means, why handling personal data correctly and in accordance with legislation is so important.,2 Weeks,1-5 hours per week,"₹3,666",Rolls-Royce,Data Analysis & Statistics,Introductory,https://prod-discovery.edx-cdn.org/media/course/image/227075a3-4416-4f2d-bee3-7b48c469eafb-67f0cc9a7eaf.small.jpeg,Missing,,
https://www.edx.org/course/recits-durbanisme-et-question-des-communs,Récits d'urbanisme et question des communs,Missing,12 Weeks,6-10 hours per week,"₹3,741",LouvainX,Social Sciences,Advanced,Français,Missing,,,
https://www.edx.org/course/a-history-of-violence-from-the-middle-ages-to-mode,A History of Violence: From the Middle Ages to Modern Times,Missing,6 Weeks,2-3 hours per week,$49 USD,NewcastleX,Humanities,Introductory,English,Missing,,,
https://www.edx.org/course/chinas-perspective-on-climate-change,China’s Perspective on Climate Change | 应对气候变化的中国视角,"Understand China’s perspectives, policies, actions and effects on global climate changes to the international community. 本课程的内容可以向国际社会彰显中国应对气候变化的立场、政策和行动及其成效。",10 Weeks,2-3 hours per week,$149 USD,TsinghuaX,Social Sciences,Introductory,中文,Missing,,,
https://www.edx.org/course/introduction-to-design-thinking,Introduction to Design Thinking,Missing,5 Weeks,3-4 hours per week,$99 USD,Microsoft,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/algorithms-and-data-structures,Algorithms and Data Structures,Missing,5 Weeks,3-4 hours per week,"₹7,407",Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/introduccion-al-diseno-de-hardware-con-verilog,Introducción al diseño de hardware con Verilog,"Aprende el lenguaje de descripción de hardware Verilog, utilizado en la industria en el diseño de hardware digital y microprocesadores a la medida.",5 Weeks,6-8 hours per week,$49 USD,GalileoX,Electronics,Intermediate,Español,Missing,,,
https://www.edx.org/course/introduction-to-bioethics,Introduction to Bioethics,"Introduction to Bioethics explores some of the most difficult - and fascinating - moral challenges we face in health, medicine, and emerging technologies.",16 Weeks,3-5 hours per week,$49 USD,GeorgetownX,Humanities,Introductory,English,Missing,,,
https://www.edx.org/course/aplicaciones-de-la-teoria-de-grafos-a-la-vida-real,Aplicaciones de la Teoría de Grafos a la Vida Real (I),Aprenderemos a modelizar problemas del mundo real mediante su representación con grafos y a resolverlos mediante sus algoritmos asociados.,4 Weeks,3-4 hours per week,$49 USD,UPValenciaX,Math,Intermediate,Español,11366,,,
https://www.edx.org/course/how-to-do-things-with-memes,How to Do Things with Memes,Missing,1 Weeks,5-10 hours per week,$29 USD,DavidsonX,Communication,Introductory,English,Missing,,,
https://www.edx.org/course/dog-origins,Dog Origins,Missing,3 Weeks,2-3 hours per week,$349 USD,ASUx,Social Sciences,Intermediate,English,Missing,,,
https://www.edx.org/course/cybersecurity-fundamentals,Cybersecurity Fundamentals,"Learn cybersecurity fundamentals, including how to detect threats, protect systems and networks, and anticipate potential cyber attacks.",8 Weeks,10-12 hours per week,$150 USD,RITx,Computer Science,Advanced,English,173580,,,
https://www.edx.org/course/data-cleansing-with-data-quality-services-dqs,Data Cleansing with Data Quality Services (DQS),Missing,4 Weeks,2-3 hours per week,"₹7,407",Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/educacion-supranacional-organismos-internacionales,Educación Supranacional: Organismos Internacionales y su impacto en las políticas educativas,Missing,6 Weeks,3-5 hours per week,"₹3,666",UAMx,Education & Teacher Training,Introductory,Español,Missing,,,
https://www.edx.org/course/making-sense-of-news,Making Sense of News,Missing,4 Weeks,2-3 hours per week,$50 USD,HKUx,Communication,Introductory,English,Missing,,,
https://www.edx.org/course/certified-lifestyle-medicine-executive-comprehensi,Certified Lifestyle Medicine Executive Comprehensive Exam,Earn the DoaneX MicroMasters certificate and demonstrate the knowledge and skills you acquired in theCertified Lifestyle Medicine ExecutiveMicroMasters programby completing this capstone exam.,1 Weeks,1-2 hours per week,"₹22,445",DoaneX,Business & Management,Intermediate,English,Missing,,,
https://www.edx.org/course/lets-get-strong-strengths-at-work,Let’s Get Strong: Strengths at Work,"Effective leaders know that we are always better when we play to our strengths. There’s science behind that statement. In this course, discover the power of strengths at work through selected models, self-assessment & learning use your strengths more.",5 Weeks,2-3 hours per week,"₹14,889","UMD
USMx",Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/new-product-development,New Product Development,Missing,6 Weeks,3-5 hours per week,$50 USD,IIMBx,Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/la-quimica-organica-un-mundo-a-tu-alcance-parte-2,La Química Orgánica - Un mundo a tu alcance (Parte 2),Missing,6 Weeks,4-5 hours per week,$49 USD,UAMx,Science,Introductory,Español,Missing,,,
https://www.edx.org/course/introduction-to-oil-country-tubular-goods-octg,Introduction to Oil Country Tubular Goods (OCTG),This course introduces the main criteria to consider when selecting pipe products to assure oil well integrity and mitigate risks.,1 Weeks,2-3 hours per week,$49 USD,TenarisUniversity,Engineering,Introductory,English,7082,,,
https://www.edx.org/course/mind-of-the-universe-robots-in-society-blessing-or,Mind of the Universe - Robots in Society: Blessing or Curse?,Learn about the societal impact of artificially intelligent robots andwhat you can do about it.,5 Weeks,1-2 hours per week,$50 USD,DelftX,Engineering,Introductory,English,Missing,,,
https://www.edx.org/course/solar-energy-integration-of-photovoltaic-systems-i,Solar Energy: Integration of Photovoltaic Systems in Microgrids,Learn how to integrate a photovoltaic system into a microgrid of your design.,9 Weeks,10-11 hours per week,$250 USD,DelftX,Engineering,Advanced,English,19332,,,
https://www.edx.org/course/business-leadership-capstone-assessment,Business Leadership Capstone Assessment,Missing,3 Weeks,2-4 hours per week,$499 USD,UQx,Business & Management,Intermediate,English,Missing,,,
https://www.edx.org/course/financial-reporting-i,Financial Reporting I,"Earn a strong foundation in financial reporting concepts and methods, and use your skills to prepare and analyze financial statements.",12 Weeks,8-12 hours per week,$499 USD,IUx,Business & Management,Advanced,English,5194,,,
https://www.edx.org/course/the-value-of-business-models,The Value of Business Models,Missing,6 Weeks,2-4 hours per week,$99 USD,DelftX,Business & Management,Introductory,English,24274,,,
https://www.edx.org/course/excel-3,Excel によるデータの分析と可視化,Missing,6 Weeks,2-4 hours per week,"₹7,407",Microsoft,Data Analysis & Statistics,Intermediate,日本語,Missing,,,
https://www.edx.org/course/devops-testing,DevOps Testing,Missing,4 Weeks,2-4 hours per week,$99 USD,Microsoft,Computer Science,Advanced,English,Missing,,,
https://www.edx.org/course/convex-optimization,Convex Optimization,"This course concentrates on recognizing and solving convex optimization problems that arise in applications. The syllabus includes: convex sets, functions, and optimization problems; basics of convex analysis; least-squares, linear and quadratic programs, semidefinite programming, minimax, extremal volume, and other problems; optimality conditions, duality theory, theorems of alternative, and applications; interior-point methods; applications to signal processing, statistics and machine learning, control and mechanical engineering, digital and analog circuit design, and finance.",8 Weeks,10-15 hours per week,Missing,Engineering,Advanced,English,English,Missing,,,
https://www.edx.org/course/statistics-unlocking-the-world-of-data,Statistics: Unlocking the World of Data,Explore the ideas and methods behind the statistics you encounter in everyday life.,8 Weeks,4-6 hours per week,$49 USD,EdinburghX,Data Analysis & Statistics,Introductory,English,Missing,,,
https://www.edx.org/course/the-science-and-practice-of-sustainable-development-3,The Science and Practice of Sustainable Development,Learn the critical foundations of sustainable development and how to achieve the UN's Sustainable Development Goals that are deeply interconnected in the field.,11 Weeks,8-10 hours per week,$375 USD,UQx,Social Sciences,Advanced,English,Missing,,,
https://www.edx.org/course/introduccion-a-la-vision-por-computador-desarrollo,Introducción a la visión por computador: desarrollo de aplicaciones con OpenCV,"Hasta dónde pueden ver las máquinas? Descubre la visión por computador programando aplicaciones de análisis de imágenes, uno de los campos más innovadores de la inteligencia artificial.",4 Weeks,3-4 hours per week,$29 USD,UC3Mx,Computer Science,Intermediate,Español,17457,,,
https://www.edx.org/course/landscape-ecology,Landscape Ecology,"This is the first MOOC to teach Landscape Ecology. Participants learn theory, methods and tools to understand the landscapes we live in and to solve landscape-related environmental problems.",14 Weeks,2-4 hours per week,$50 USD,ETHx,Environmental Studies,Intermediate,English,8022,,,
https://www.edx.org/course/environmental-security-and-sustaining-peace,Environmental Security and Sustaining Peace,Natural resources and the environment as a vehicle for peace.,8 Weeks,2-4 hours per week,$49 USD,SDGAcademyX,Environmental Studies,Intermediate,English,Missing,,,
https://www.edx.org/course/leading-in-the-digital-age,Leading in the Digital Age,Develop a new leadership mindset and the leadership skill sets required to lead digital transformation in your organization.,7 Weeks,4-8 hours per week,$399 USD,BUx,Business & Management,Intermediate,English,18498,,,
https://www.edx.org/course/the-extremes-of-life-microbes-and-their-diversity,The Extremes of Life: Microbes and Their Diversity,Missing,4 Weeks,2-3 hours per week,$49 USD,KyotoUx,Biology & Life Sciences,Intermediate,English,11869,,,
https://www.edx.org/course/entorno-legal-del-emprendimiento,Entorno legal del Emprendimiento,El curso brinda conocimientos básicos sobre las implicaciones jurídicas en la planeación ejecución y consolidación de sus ideas de negocio.,8 Weeks,6-8 hours per week,$49 USD,JaverianaX,Business & Management,Introductory,Español,Missing,,,
https://www.edx.org/course/leading-educational-innovation-and-improvement-cap,Leading Educational Innovation and Improvement Capstone,Missing,8 Weeks,2-4 hours per week,$249 USD,MichiganX,Education & Teacher Training,Advanced,English,9270,,,
https://www.edx.org/course/favoriser-le-bien-etre-et-lefficacite-au-travail,Favoriser le bien-être et l'efficacité au travail,Missing,5 Weeks,2-3 hours per week,$99 USD,HECMontrealX,Business & Management,Introductory,Français,Missing,,,
https://www.edx.org/course/xi-jinpings-thought-on-socialism-with-chinese-char,Xi Jinping's Thought on Socialism with Chinese Characteristics for a New era|习近平新时代中国特色社会主义思想,Missing,8 Weeks,1-3 hours per week,$49 USD,TsinghuaX,Social Sciences,Introductory,中文,Missing,,,
https://www.edx.org/course/sustainability-in-everyday-life,Sustainability in Everyday Life,Missing,6 Weeks,6-8 hours per week,$49 USD,ChalmersX,Environmental Studies,Introductory,English,Missing,,,
https://www.edx.org/course/beyond-medical-histories-gaining-insight-from-pati,Beyond Medical Histories: Gaining Insight from Patient Stories,Missing,3 Weeks,2-3 hours per week,"₹3,666",BrownX,Medicine,Introductory,English,Missing,,,
https://www.edx.org/course/skype-for-business-infrastructure-implementation-a,Skype for Business: Infrastructure Implementation and Conferencing,Missing,4 Weeks,3-5 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/windows-server-2016-securing-identities-and-inform,Windows Server 2016: Securing Identities and Information,Missing,6 Weeks,2-4 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/digitizing-higher-education,Digitizing Higher Education,Missing,6 Weeks,3-5 hours per week,$59 USD,UTArlingtonX,Education & Teacher Training,Intermediate,English,Missing,,,
https://www.edx.org/course/electronic-materials-and-devices,Electronic Materials and Devices,Missing,5 Weeks,8-12 hours per week,$49 USD,MITx,Engineering,Advanced,English,Missing,,,
https://www.edx.org/course/fundamentos-tic-para-profesionales-de-negocios-har,Fundamentos TIC para profesionales de negocios: Hardware,¿Tienes que trabajar con las Tecnologías de la Información y te faltan conocimientos? Aprende las bases hardware de los Sistemas de Información y las Redes de Comunicaciones.,4 Weeks,3-6 hours per week,$75 USD,UPValenciaX,Computer Science,Introductory,Español,6866,,,
https://www.edx.org/course/neuronal-dynamics,Neuronal Dynamics,The activity of neurons in the brain and the code used by these neurons is described by mathematical neuron models at different levels of detail.,7 Weeks,5-7 hours per week,"₹10,400",EPFLx,Computer Science,Advanced,English,17110,,,
https://www.edx.org/course/corporate-social-responsibility-csr-a-strategic-ap,Corporate Social Responsibility (CSR): A Strategic Approach,Missing,4 Weeks,2-5 hours per week,$49 USD,PennX,Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/hydraulics,水力学 | Hydraulics,"This Hydraulics course explores the science of hydraulics and focuses on hydrodynamic laws and their applications, which are indispensable and a critical factor in the development and utilization of water resources. 水，是人类生活不可或缺的资源。水力学是人类开发利用水资源的有力工具。本课教你认识和掌握水流静止和运动的力学规律，了解在相关领域的工程应用。",10 Weeks,3-4 hours per week,$49 USD,TsinghuaX,Math,Introductory,中文,9421,,,
https://www.edx.org/course/how-to-survive-your-phd,How to Survive Your PhD,Missing,4 Weeks,$50 USD,Missing,Communication,Advanced,English,English,Missing,,,
https://www.edx.org/course/deciphering-secrets-unlocking-the-manuscripts-of-m,Deciphering Secrets: Unlocking the Manuscripts of Medieval Toledo (Spain),Missing,7 Weeks,2-3 hours per week,$50 USD,UC3Mx,Humanities,Introductory,English,Missing,,,
https://www.edx.org/course/introduction-to-public-speaking-2,Introduction to Public Speaking,Missing,10 Weeks,3-5 hours per week,Missing,Communication,Introductory,English,,Missing,,,
https://www.edx.org/course/environmental-studies-a-global-perspective,Environmental Studies: A Global Perspective,Missing,6 Weeks,2-3 hours per week,$99 USD,CurtinX,Environmental Studies,Introductory,English,Missing,,,
https://www.edx.org/course/la-quimica-organica-un-mundo-a-tu-alcance,"La Química Orgánica, un mundo a tu alcance",Missing,6 Weeks,4-5 hours per week,$50 USD,UAMx,Biology & Life Sciences,Introductory,Español,Missing,,,
https://www.edx.org/course/top-10-social-issues-for-the-presidents-first-100,Top 10 Social Issues for the President’s First 100 Days,Missing,14 Weeks,1-2 hours per week,$49 USD,PennX,Social Sciences,Introductory,English,Missing,,,
https://www.edx.org/course/cs50s-ap-computer-science-principles,CS50's AP® Computer Science Principles,"This is CS50 AP, Harvard University's introduction to the intellectual enterprises of computer science and the art of programming for students in high school, which satisfies the College Board's new AP CS Principles curriculum framework.",36 Weeks,5-6 hours per week,$90 USD,HarvardX,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/identifying-and-responding-to-developmental-delay-in-young-children,Identifying and Responding to Developmental Delay in Young Children,"This course will provide the knowledge and tools for the primary care clinician to identify children at risk for developmental delays, and to refer them for appropriate therapeutic and diagnostic services.",1 Weeks,2-3 hours per week,Missing,Medicine,Advanced,English,English,Missing,,,
https://www.edx.org/course/electromagnetism,电磁学 | Electromagnetism,本课程介绍电磁学的基本内容。Learn the basics of electromagnetism.,7 Weeks,5-6 hours per week,$139 USD,TsinghuaX,Science,Introductory,中文,6873,,,
https://www.edx.org/course/huella-hidrica-una-mirada-integral-al-uso-del-agua,Huella Hídrica: una mirada integral al uso del agua,Amplía tus conocimientos en el área de sostenibilidad al aprender como utilizar el concepto de huella hídrica para medir tu impacto en el uso del agua.,4 Weeks,4-5 hours per week,$49 USD,TecdeMonterreyX,Environmental Studies,Introductory,Español,5016,,,
https://www.edx.org/course/global-sociology,Global Sociology,Missing,4 Weeks,2-3 hours per week,$49 USD,WellesleyX,Social Sciences,Introductory,English,Missing,,,
https://www.edx.org/course/preparing-for-the-ap-calculus-ab-exam-part-1-deriv,Preparing for the AP Calculus AB Exam – Part 1: Derivatives,Missing,4 Weeks,2-4 hours per week,$49 USD,RICEx,Math,Intermediate,English,Missing,,,
https://www.edx.org/course/molecular-foundations-of-medicine,Molecular Foundations of Medicine,"This course contains selected topics that will help participants understand applications of molecular biology in medicine. Topics include reading the primary literature, DNA recombination, gene expression, genomics, and molecular techniques such as polymerase chain reaction and CRISPR. The materials consist of short videos linked to questions that help participants evaluate their understanding of the material.",5 Weeks,5-10 hours per week,Missing,Medicine,Introductory,English,English,Missing,,,
https://www.edx.org/course/el-antartico-un-continente-asombroso,"El Antártico, un continente asombroso","En este curso en línea conocerás diferentes aspectos sobre el continente blanco, de la mano de un grupo de científicos que trabajaron allí. Se tratarán aspectos físicos, históricos, biológicos, ambientales y geopolíticos.",6 Weeks,4-6 hours per week,$50 USD,UNCordobaX,Science,Introductory,Español,Missing,,,
https://www.edx.org/course/prise-en-charge-de-la-personne-obese-3,Prise en charge de la personne obèse,Missing,SorbonneX,Medicine,Missing,Français,Instructor-led on a course schedule,Missing,Missing,Missing,,,
