X_key,Course.ID,EntityType,Name,Length..Hours.,Avg..User.Rating,Total.Enrollments,Total.Ratings,Organiser,Difficulty,Public.URL
Gtv4Xb1-EeS-ViIACwYKVQ,Gtv4Xb1-EeS-ViIACwYKVQ,COURSE,Machine Learning,56,4.9163318497133,2751773,124695,Stanford University,Mixed,https://www.coursera.org/learn/machine-learning
GdeNrll1EeSROyIACtiVvg,GdeNrll1EeSROyIACtiVvg,COURSE,Learning How to Learn: Powerful mental tools to help you master tough subjects,12,4.823394955287324,1900769,49874,"McMaster University, University of California San Diego",Mixed,https://www.coursera.org/learn/learning-how-to-learn
7A1yFTaREeWWBQrVFXqd1w,7A1yFTaREeWWBQrVFXqd1w,COURSE,Programming for Everybody (Getting Started with Python),12,4.834918596406737,963493,74751,University of Michigan,Mixed,https://www.coursera.org/learn/python
W_mOXCrdEeeNPQ68_4aPpA,W_mOXCrdEeeNPQ68_4aPpA,COURSE,Neural Networks and Deep Learning,18,4.892283197428725,492677,67204,deeplearning.ai,Intermediate,https://www.coursera.org/learn/neural-networks-deep-learning
rUHfSakHEeeQ3gpuC4Fs_g,rUHfSakHEeeQ3gpuC4Fs_g,COURSE,The Science of Well-Being,20,4.878779910596897,489355,3803,Yale University,Mixed,https://www.coursera.org/learn/the-science-of-well-being
r0GnHOZaEees-Q6jQMxlrg,r0GnHOZaEees-Q6jQMxlrg,COURSE,What is Data Science?,7,4.66310184356542,161283,22348,IBM,Beginner,https://www.coursera.org/learn/what-is-datascience
h9LqVq-lEeauxBIk_RF-8A,h9LqVq-lEeauxBIk_RF-8A,COURSE,Google Cloud Platform Fundamentals: Core Infrastructure,14,4.720300889826621,208961,21802,Google Cloud,Intermediate,https://www.coursera.org/learn/gcp-fundamentals
dScDad8bEeWNrAqe1RXmgw,dScDad8bEeWNrAqe1RXmgw,COURSE,English for Career Development,22,4.849933155080214,426083,2992,University of Pennsylvania,Mixed,https://www.coursera.org/learn/careerdevelopment
yQcuJCOcEeagwg7hVay0BQ,yQcuJCOcEeagwg7hVay0BQ,COURSE,"Algorithms, Part I",33,4.918836140888208,464761,5877,Princeton University,Intermediate,https://www.coursera.org/learn/algorithms-part1
7sBiclFIEeetjQ5ppGVTyA,7sBiclFIEeetjQ5ppGVTyA,COURSE,Technical Support Fundamentals,20,4.807841595833538,178581,20353,Google,Beginner,https://www.coursera.org/learn/technical-support-fundamentals
daG-a-O1EeijKBISCWxf6g,daG-a-O1EeijKBISCWxf6g,COURSE,AI For Everyone,9,4.848530519969857,218093,7962,deeplearning.ai,Beginner,https://www.coursera.org/learn/ai-for-everyone
SgcGB0YOEeemlQrrzf9X-A,SgcGB0YOEeemlQrrzf9X-A,COURSE,Financial Markets,38,4.837742917349566,217509,4271,Yale University,Beginner,https://www.coursera.org/learn/financial-markets-global
YPGkFhCNEeWvmQrN_lODCw,YPGkFhCNEeWvmQrN_lODCw,COURSE,Finanzas personales,6,4.721604139715395,236804,3865,Universidad Nacional Autónoma de México,Mixed,https://www.coursera.org/learn/finanzas-personales
ejOz7RDUEei99hK0xs-tsg,ejOz7RDUEei99hK0xs-tsg,COURSE,Python for Data Science and AI,12,4.617804855869783,104701,10997,IBM,Beginner,https://www.coursera.org/learn/python-for-applied-data-science-ai
kWGvJivBEeeW5RJUyz1uFA,kWGvJivBEeeW5RJUyz1uFA,COURSE,Convolutional Neural Networks,21,4.852841010933859,199509,27895,deeplearning.ai,Intermediate,https://www.coursera.org/learn/convolutional-neural-networks
eIuy3sp7Eem_qg46ES4SQA,eIuy3sp7Eem_qg46ES4SQA,COURSE,What Is Contemporary Art?,16,4.7,18148,40,The Museum of Modern Art,Beginner,https://www.coursera.org/learn/contemporary-art
BZ5quSvBEee6gA5XksfBbg,BZ5quSvBEee6gA5XksfBbg,COURSE,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",15,4.878306878306878,224808,42147,deeplearning.ai,Beginner,https://www.coursera.org/learn/deep-neural-network
RZ1S0B0MEeacvQ6cODzg5Q,RZ1S0B0MEeacvQ6cODzg5Q,COURSE,Introduction to Data Science in Python,18,4.545381172499817,306913,13629,University of Michigan,Intermediate,https://www.coursera.org/learn/python-data-analysis
8UjeMk-mEeit4g4GsxE4dg,8UjeMk-mEeit4g4GsxE4dg,COURSE,Machine Learning with Python,18,4.695723684210526,74378,5472,IBM,Intermediate,https://www.coursera.org/learn/machine-learning-with-python
P--h6zpNEeWYbg7p2_3OHQ,P--h6zpNEeWYbg7p2_3OHQ,COURSE,Python Data Structures,11,4.869275624591565,322668,39786,University of Michigan,Mixed,https://www.coursera.org/learn/python-data
25Fh8ivBEee6gA5XksfBbg,25Fh8ivBEee6gA5XksfBbg,COURSE,Sequence Models,18,4.799777530589544,159314,18879,deeplearning.ai,Intermediate,https://www.coursera.org/learn/nlp-sequence-models
jJ6ZxPrdEee5DBIdFhoH_A,jJ6ZxPrdEee5DBIdFhoH_A,COURSE,Introduction to Psychology,20,4.858445505861919,94155,2303,Yale University,Beginner,https://www.coursera.org/learn/introduction-psychology
3G1aij8iEeWKOBLv1z6n9w,3G1aij8iEeWKOBLv1z6n9w,COURSE,First Step Korean,12,4.825456940556562,249258,6073,Yonsei University,Beginner,https://www.coursera.org/learn/learn-korean
v0l76HmGEeSi3yIACzSGcw,v0l76HmGEeSi3yIACzSGcw,COURSE,Successful Negotiation: Essential Strategies and Skills,15,4.744490676529511,587266,6489,University of Michigan,Mixed,https://www.coursera.org/learn/negotiation-skills
xMqZG1wyEeWd6BJKWlaBIw,xMqZG1wyEeWd6BJKWlaBIw,COURSE,Stanford Introduction to Food and Health,4,4.688689915174364,269592,10610,Stanford University,Beginner,https://www.coursera.org/learn/food-and-health
oCBU5_VYEeeBQA7SG0nILA,oCBU5_VYEeeBQA7SG0nILA,COURSE,Open Source tools for Data Science,8,4.580496204116772,73650,12777,IBM,Beginner,https://www.coursera.org/learn/open-source-tools-for-data-science
X2bX61doEeerkQ5vdwUqtA,X2bX61doEeerkQ5vdwUqtA,COURSE,The Bits and Bytes of Computer Networking,23,4.742970256826718,87407,9851,Google,Beginner,https://www.coursera.org/learn/computer-networking
fYuElDEgEeiCvhLLCIZW_A,fYuElDEgEeiCvhLLCIZW_A,COURSE,Data Analysis with Python,12,4.659047358335615,67376,7306,IBM,Beginner,https://www.coursera.org/learn/data-analysis-with-python
_uJaK-gwEeaksw4f8WaZLg,_uJaK-gwEeaksw4f8WaZLg,COURSE,Excel Skills for Business: Essentials,19,4.866365688487584,107791,6645,Macquarie University,Beginner,https://www.coursera.org/learn/excel-essentials
YpwHVDb5EemE7gr4SGSAsA,YpwHVDb5EemE7gr4SGSAsA,COURSE,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",9,4.699770378874857,108616,5226,deeplearning.ai,Intermediate,https://www.coursera.org/learn/introduction-tensorflow
Y4DUPDpQEeWO-Qq6rEZAow,Y4DUPDpQEeWO-Qq6rEZAow,COURSE,Using Python to Access Web Data,16,4.792958820538892,251464,23604,University of Michigan,Mixed,https://www.coursera.org/learn/python-network-data
GDQMSxDWEeitFhJL4G-A_g,GDQMSxDWEeitFhJL4G-A_g,COURSE,Databases and SQL for Data Science,13,4.668094496365525,75763,7704,IBM,Beginner,https://www.coursera.org/learn/sql-data-science
RFyNbG0iEeW9CAqYJHF3zQ,RFyNbG0iEeW9CAqYJHF3zQ,COURSE,"Speak English Professionally: In Person, Online & On the Phone",16,4.635658914728682,335749,2709,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/speak-english-professionally
RySy84vzEeaPOA7y0lv8VQ,RySy84vzEeaPOA7y0lv8VQ,COURSE,Introdução à Ciência da Computação com Python Parte 1,31,4.880281690140845,92597,2982,Universidade de São Paulo,Beginner,https://www.coursera.org/learn/ciencia-computacao-python-conceitos
nA4RUW01EeW8nRIpKnwp7Q,nA4RUW01EeW8nRIpKnwp7Q,COURSE,Algorithmic Toolbox,33,4.665845070422535,174131,5680,"National Research University Higher School of Economics, University of California San Diego",Intermediate,https://www.coursera.org/learn/algorithmic-toolbox
mTJHKj0pEeSGwyIACxCdDw,mTJHKj0pEeSGwyIACxCdDw,COURSE,Chinese for Beginners,11,4.686329995646496,576761,4594,Peking University,Mixed,https://www.coursera.org/learn/learn-chinese
iSxVEG07EeW3YxLB1q9I2w,iSxVEG07EeW3YxLB1q9I2w,COURSE,The Data Scientist’s Toolbox,8,4.546524014635728,357307,21591,Johns Hopkins University,Mixed,https://www.coursera.org/learn/data-scientists-tools
ARf5_jvZEeeYEBLbuVGJ2g,ARf5_jvZEeeYEBLbuVGJ2g,COURSE,Mathematics for Machine Learning: Linear Algebra,22,4.677250978686385,104270,4598,Imperial College London,Beginner,https://www.coursera.org/learn/linear-algebra-machine-learning
sK6edjzPEees8grTZvuQjA,sK6edjzPEees8grTZvuQjA,COURSE,Essential Cloud Infrastructure: Foundation,11,4.726249195796697,58728,9326,Google Cloud,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-foundation
2_Dj7A0KEearKQowajWNkQ,2_Dj7A0KEearKQowajWNkQ,COURSE,Writing in the Sciences,24,4.883880450759432,95701,2041,Stanford University,Beginner,https://www.coursera.org/learn/sciwrite
-7ZymCvBEee6gA5XksfBbg,-7ZymCvBEee6gA5XksfBbg,COURSE,Structuring Machine Learning Projects,7,4.780414573589699,180442,34638,deeplearning.ai,Beginner,https://www.coursera.org/learn/machine-learning-projects
RMFRum1BEeWXrA6ju0fvnQ,RMFRum1BEeWXrA6ju0fvnQ,COURSE,R Programming,20,4.564851171627613,436704,15790,Johns Hopkins University,Intermediate,https://www.coursera.org/learn/r-programming
uZZCOk-0Eei5shJ0GHcv-g,uZZCOk-0Eei5shJ0GHcv-g,COURSE,Applied Data Science Capstone,14,4.737157855268092,25271,2667,IBM,Intermediate,https://www.coursera.org/learn/applied-data-science-capstone
_8FRmSXkEeeCDQ44DPGlIA,_8FRmSXkEeeCDQ44DPGlIA,COURSE,SQL for Data Science,20,4.588652482269503,126834,3102,"University of California, Davis",Beginner,https://www.coursera.org/learn/sql-for-data-science
OFt7o_8IEee1YxLCJ0cSDA,OFt7o_8IEee1YxLCJ0cSDA,COURSE,Data Science Methodology,7,4.595173453996983,55092,9945,IBM,Beginner,https://www.coursera.org/learn/data-science-methodology
lGfJI2RJEeiXlwpPEKC-GA,lGfJI2RJEeiXlwpPEKC-GA,COURSE,Python Basics,22,4.798487712665406,50246,2645,University of Michigan,Beginner,https://www.coursera.org/learn/python-basics
I82JCSWXEeWtRg6boA3D-Q,I82JCSWXEeWtRg6boA3D-Q,COURSE,Fundamentals of Graphic Design,14,4.765035600666566,230877,6601,California Institute of the Arts,Beginner,https://www.coursera.org/learn/fundamentals-of-graphic-design
HnfPZCR1EeWDEQ4YpP0FCQ,HnfPZCR1EeWDEQ4YpP0FCQ,COURSE,Étudier en France: French Intermediate course B1-B2,40,4.833176248821866,112473,1061,École Polytechnique,Intermediate,https://www.coursera.org/learn/etudier-en-france
o4mFTLyQEea5qAp8aGSsAg,o4mFTLyQEea5qAp8aGSsAg,COURSE,Основы программирования на Python,70,4.664879356568365,58802,1492,National Research University Higher School of Economics,Beginner,https://www.coursera.org/learn/python-osnovy-programmirovaniya
hD-VAOe-EeWDtQ4tuIgsiw,hD-VAOe-EeWDtQ4tuIgsiw,COURSE,Camino a la Excelencia en Gestión de Proyectos,14,4.732894255397,154932,2733,Pontificia Universidad Católica de Chile,Beginner,https://www.coursera.org/learn/camino-excelencia-gestion-proyectos
v9CQdBkhEeWjrA6seF25aw,v9CQdBkhEeWjrA6seF25aw,COURSE,Modern Art & Ideas,11,4.705040871934605,195902,2936,The Museum of Modern Art,Beginner,https://www.coursera.org/learn/modern-art-ideas
VuRXs3EiEeWrAxJQXw-8PQ,VuRXs3EiEeWrAxJQXw-8PQ,COURSE,Fundamentals of Visualization with Tableau,10,4.456230690010298,65175,2913,"University of California, Davis",Beginner,https://www.coursera.org/learn/data-visualization-tableau
IIoidx0zEeaeiw6Wrvtw9w,IIoidx0zEeaeiw6Wrvtw9w,COURSE,"Applied Plotting, Charting & Data Representation in Python",17,4.496062992125984,82204,3683,University of Michigan,Intermediate,https://www.coursera.org/learn/python-plotting
eQJvsjn9EeWJaxK5AT4frw,eQJvsjn9EeWJaxK5AT4frw,COURSE,Using Databases with Python,13,4.780403057678944,187021,14390,University of Michigan,Mixed,https://www.coursera.org/learn/python-databases
Ye5LYpXGEeir-RIKs5gHUA,Ye5LYpXGEeir-RIKs5gHUA,COURSE,AWS Fundamentals: Going Cloud-Native,7,4.663882063882064,63227,2035,Amazon Web Services,Beginner,https://www.coursera.org/learn/aws-fundamentals-going-cloud-native
9xG8yUo7EeeJdBL3H0RODg,9xG8yUo7EeeJdBL3H0RODg,COURSE,Essential Cloud Infrastructure: Core Services,13,4.692201834862385,48728,6540,Google Cloud,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-core-services
c_rkuRoBEeWDtQoum3sFeQ,c_rkuRoBEeWDtQoum3sFeQ,COURSE,"Programming Foundations with JavaScript, HTML and CSS",22,4.598728191749552,204627,6133,Duke University,Beginner,https://www.coursera.org/learn/duke-programming-web
qu0f3u1nEea3iQqSVF8Nwg,qu0f3u1nEea3iQqSVF8Nwg,COURSE,Google Cloud Platform Big Data and Machine Learning Fundamentals,14,4.632839773684844,90278,8307,Google Cloud,Intermediate,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals
hJ1Jl-fcEeWwMw6osrJBVw,hJ1Jl-fcEeWwMw6osrJBVw,COURSE,Game Theory,20,4.648895658796649,222650,2626,"Stanford University, The University of British Columbia",Beginner,https://www.coursera.org/learn/game-theory-1
vhLVVTe9EeWnxw5wP_KHTw,vhLVVTe9EeWnxw5wP_KHTw,COURSE,"HTML, CSS, and Javascript for Web Developers",33,4.844766685257483,191324,5379,Johns Hopkins University,Mixed,https://www.coursera.org/learn/html-css-javascript-for-web-developers
bu-bs9_HEeSNQCIAC2-J5Q,bu-bs9_HEeSNQCIAC2-J5Q,COURSE,Fundamentals of Music Theory,23,4.648893360160966,151217,994,The University of Edinburgh,Beginner,https://www.coursera.org/learn/edinburgh-music-theory
8D3R5HiaEeioIg7r4jw_PA,8D3R5HiaEeioIg7r4jw_PA,COURSE,Crash Course on Python,14,4.888888888888889,6694,27,Google,Beginner,https://www.coursera.org/learn/python-crash-course
pbkjrDfeEea46wpMEz5poQ,pbkjrDfeEea46wpMEz5poQ,COURSE,Contabilidad para no contadores,11,4.733531661708457,152858,2353,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/contabilidad
opCIcU3SEeWeiwqPB940Pw,opCIcU3SEeWeiwqPB940Pw,COURSE,Design Thinking for Innovation,10,4.619523669508968,195967,3401,University of Virginia,Beginner,https://www.coursera.org/learn/uva-darden-design-thinking-innovation
quF5rVdrEeesGQokJ1NePA,quF5rVdrEeesGQokJ1NePA,COURSE,IT Security: Defense against the digital dark arts,20,4.781234807972776,41031,4114,Google,Beginner,https://www.coursera.org/learn/it-security
yGzRJSWJEeWs4gorU6Q1Yw,yGzRJSWJEeWs4gorU6Q1Yw,COURSE,Aprender,14,4.82787180410515,168859,2777,Universidad Nacional Autónoma de México,Mixed,https://www.coursera.org/learn/aprendo
JdB92adFEeS5zCIAC8pMPA,JdB92adFEeS5zCIAC8pMPA,COURSE,Buddhism and Modern Psychology,19,4.793908929627439,313038,3382,Princeton University,Mixed,https://www.coursera.org/learn/science-of-meditation
BK2bam0iEeW9CAqYJHF3zQ,BK2bam0iEeW9CAqYJHF3zQ,COURSE,Write Professional Emails in English,13,4.701739618406285,177568,3564,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/professional-emails-english
qLwmkiOZEeadsBKew8xmjQ,qLwmkiOZEeadsBKew8xmjQ,COURSE,Social Psychology,39,4.864285714285714,54943,420,Wesleyan University,Beginner,https://www.coursera.org/learn/social-psychology
G4Fvqko8Eee4pw7hxA2o1A,G4Fvqko8Eee4pw7hxA2o1A,COURSE,Elastic Cloud Infrastructure: Scaling and Automation,13,4.676238196184236,40583,5189,Google Cloud,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation
zC6cIt_XEemGIwpf4KPJ_A,zC6cIt_XEemGIwpf4KPJ_A,COURSE,"Introduction to Trading, Machine Learning & GCP",13,3.792592592592593,6603,135,"New York Institute of Finance, Google Cloud",Intermediate,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp
Auue1KA-EeS9VCIACyUcdg,Auue1KA-EeS9VCIACyUcdg,COURSE,Introduction to Philosophy,15,4.6368044920878,307325,3918,The University of Edinburgh,Mixed,https://www.coursera.org/learn/philosophy
OEZ3_J-PEeWaZBIXh-2nQw,OEZ3_J-PEeWaZBIXh-2nQw,COURSE,Introduction to Mathematical Thinking,24,4.800606060606061,238949,1650,Stanford University,Intermediate,https://www.coursera.org/learn/mathematical-thinking
A4W_GyDjEeW5Rwo0txKkgQ,A4W_GyDjEeW5Rwo0txKkgQ,COURSE,Introduction to Programming with MATLAB,23,4.830451286377056,194190,4742,Vanderbilt University,Beginner,https://www.coursera.org/learn/matlab
B8E2c3blEear9RKoJLO5Cw,B8E2c3blEear9RKoJLO5Cw,COURSE,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",22,4.807149294082307,108731,3329,Stanford University,Intermediate,https://www.coursera.org/learn/algorithms-divide-conquer
zwqURwiiEeahpQ5cgS1w4w,zwqURwiiEeahpQ5cgS1w4w,COURSE,Supply Chain Logistics,13,4.71483212919677,46540,2353,Rutgers the State University of New Jersey,Beginner,https://www.coursera.org/learn/supply-chain-logistics
bvaUWldrEeerkQ5vdwUqtA,bvaUWldrEeerkQ5vdwUqtA,COURSE,Operating Systems and You: Becoming a Power User,27,4.640726329442283,53118,6168,Google,Beginner,https://www.coursera.org/learn/os-power-user
nQ5d7TbQEeWW9BKhJ4xW0Q,nQ5d7TbQEeWW9BKhJ4xW0Q,COURSE,Introduction to HTML5,10,4.716765453005928,156805,9448,University of Michigan,Mixed,https://www.coursera.org/learn/html
Nyq7nXzPEeWb-BLhFdaGww,Nyq7nXzPEeWb-BLhFdaGww,COURSE,Medical Neuroscience,95,4.903490759753593,140331,1461,Duke University,Advanced,https://www.coursera.org/learn/medical-neuroscience
CQk7JA46EeWuEBJhzy2uFw,CQk7JA46EeWuEBJhzy2uFw,COURSE,Grammar and Punctuation,9,4.671804830683335,376756,8239,"University of California, Irvine",Mixed,https://www.coursera.org/learn/grammar-punctuation
ORAIlTLtEeizIBKbQHnlqg,ORAIlTLtEeizIBKbQHnlqg,COURSE,Data Visualization with Python,10,4.575797872340425,41001,5264,IBM,Intermediate,https://www.coursera.org/learn/python-for-data-visualization
JpkxGpq1EeW5DwqxkAwIMQ,JpkxGpq1EeW5DwqxkAwIMQ,COURSE,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),15,4.879282740954211,128468,3123,"McMaster University, University of California San Diego",Mixed,https://www.coursera.org/learn/aprendiendo-a-aprender
o4yIjxxHEeWo5g5SXpDA8Q,o4yIjxxHEeWo5g5SXpDA8Q,COURSE,Learn to Program: The Fundamentals,29,4.752882517918355,143893,3209,University of Toronto,Beginner,https://www.coursera.org/learn/learn-to-program
FDKAdNsuEeSEcyIAC2mPOQ,FDKAdNsuEeSEcyIAC2mPOQ,COURSE,Marketing in a Digital World,29,4.658656204021579,252157,6117,University of Illinois at Urbana-Champaign,Beginner,https://www.coursera.org/learn/marketing-digital
upla9lvsEeWylgpjfV1KVQ,upla9lvsEeWylgpjfV1KVQ,COURSE,Introduction to Marketing,14,4.7530226871349,184314,7361,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-marketing
mR7MlUaTEemuHQ4HpHozrA,mR7MlUaTEemuHQ4HpHozrA,COURSE,Introduction to Artificial Intelligence (AI),9,4.72785622593068,22603,1558,IBM,Beginner,https://www.coursera.org/learn/introduction-to-ai
iRBJm_LREeSplSIACzYDNg,iRBJm_LREeSplSIACzYDNg,COURSE,Initiating and Planning Projects,7,4.66220988900101,149546,7928,"University of California, Irvine",Mixed,https://www.coursera.org/learn/project-planning
di4l_R0lEeaP7xL2JHHq4w,di4l_R0lEeaP7xL2JHHq4w,COURSE,Applied Machine Learning in Python,24,4.648577101257446,127945,4533,University of Michigan,Intermediate,https://www.coursera.org/learn/python-machine-learning
0SNVIkLcEeWE9A7XSkBY3w,0SNVIkLcEeWE9A7XSkBY3w,COURSE,Primeros Auxilios Psicológicos (PAP),18,4.80926517571885,193215,3130,Universitat Autònoma de Barcelona,Mixed,https://www.coursera.org/learn/pap
tGbJuel4EeSnMSIACzuFJw,tGbJuel4EeSnMSIACzuFJw,COURSE,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,27,4.836132020845397,140680,1727,Yale University,Mixed,https://www.coursera.org/learn/negotiation
bT0Wwd7yEeWlNQ4GEaPmcw,bT0Wwd7yEeWlNQ4GEaPmcw,COURSE,English for Business and Entrepreneurship,25,4.849077697037451,159681,1789,University of Pennsylvania,Beginner,https://www.coursera.org/learn/business
rHl0JnJFEeenOwpmZ1LH1g,rHl0JnJFEeenOwpmZ1LH1g,COURSE,Digital Transformation,20,4.7711503347535,43766,1643,"University of Virginia, BCG",Beginner,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation
rwRs6Tn9EeWJaxK5AT4frw,rwRs6Tn9EeWJaxK5AT4frw,COURSE,"Capstone: Retrieving, Processing, and Visualizing Data with Python",10,4.596142938173568,59105,5289,University of Michigan,Mixed,https://www.coursera.org/learn/python-data-visualization
WIhvslYxEeSFRiIACycBKQ,WIhvslYxEeSFRiIACycBKQ,COURSE,Introduction to Psychology,33,4.867740726863994,212186,2669,University of Toronto,Mixed,https://www.coursera.org/learn/introduction-psych
CJs0DTk_EeWYbg7p2_3OHQ,CJs0DTk_EeWYbg7p2_3OHQ,COURSE,Interactivity with JavaScript,12,4.673025335320418,76640,3355,University of Michigan,Mixed,https://www.coursera.org/learn/javascript
lYw3nxuGEeWo5g5SXpDA8Q,lYw3nxuGEeWo5g5SXpDA8Q,COURSE,Cryptography I,28,4.811497326203209,230665,2992,Stanford University,Mixed,https://www.coursera.org/learn/crypto
414OIyBREeWcQw5YiljpGw,414OIyBREeWcQw5YiljpGw,COURSE,Álgebra Básica,31,4.755502676977989,146380,1681,Universidad Nacional Autónoma de México,Mixed,https://www.coursera.org/learn/algebra-basica
hBmmv1drEeerkQ5vdwUqtA,hBmmv1drEeerkQ5vdwUqtA,COURSE,System Administration and IT Infrastructure Services,18,4.726565616274431,43996,5014,Google,Beginner,https://www.coursera.org/learn/system-administration-it-infrastructure-services
ZNeGqEC2EeWC4g7VhG4bTQ,ZNeGqEC2EeWC4g7VhG4bTQ,COURSE,Basic Statistics,37,4.677061961427985,159260,2437,University of Amsterdam,Beginner,https://www.coursera.org/learn/basic-statistics
R_diPSN1EeeCDQ44DPGlIA,R_diPSN1EeeCDQ44DPGlIA,COURSE,Introducción a la programación en Python I: Aprendiendo a programar con Python,29,4.479550102249489,72550,978,Pontificia Universidad Católica de Chile,Beginner,https://www.coursera.org/learn/aprendiendo-programar-python
fCKQimXqEeSuUyIAC0mIhA,fCKQimXqEeSuUyIAC0mIhA,COURSE,Understanding Research Methods,6,4.515019115237575,99824,1831,"SOAS University of London, University of London",Mixed,https://www.coursera.org/learn/research-methods
ZS2v-E_kEeeqIxKkUVGiXg,ZS2v-E_kEeeqIxKkUVGiXg,COURSE,Excel Skills for Business: Intermediate I,22,4.8879753340185,46121,2919,Macquarie University,Intermediate,https://www.coursera.org/learn/excel-intermediate-1
KC6DzQqDEeenAhJZe8ktbg,KC6DzQqDEeenAhJZe8ktbg,COURSE,Science of Exercise,19,4.781875658587987,88101,949,University of Colorado Boulder,Beginner,https://www.coursera.org/learn/science-exercise
1_0XfstIEeWRERK7eSqctw,1_0XfstIEeWRERK7eSqctw,COURSE,De-Mystifying Mindfulness,30,4.789071038251366,119245,915,Universiteit Leiden,Beginner,https://www.coursera.org/learn/mindfulness
3KNgoXgcEeWrAxJQXw-8PQ,3KNgoXgcEeWrAxJQXw-8PQ,COURSE,Creative Writing: The Craft of Plot,13,4.673196368848543,97662,2093,Wesleyan University,Mixed,https://www.coursera.org/learn/craft-of-plot
eWdF_oGHEemfwRIsGCa-_A,eWdF_oGHEemfwRIsGCa-_A,COURSE,Natural Language Processing in TensorFlow,9,4.613349368610944,22701,1663,deeplearning.ai,Intermediate,https://www.coursera.org/learn/natural-language-processing-tensorflow
2iD7dxkvEeW9dA4X94-nLQ,2iD7dxkvEeW9dA4X94-nLQ,COURSE,Introduction to Financial Accounting,17,4.746034854121794,175955,5107,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-accounting
lAe6xrqUEeeJRwrm1qGMrA,lAe6xrqUEeeJRwrm1qGMrA,COURSE,Getting Started with Google Kubernetes Engine,7,4.556044835868695,63323,2498,Google Cloud,Intermediate,https://www.coursera.org/learn/google-kubernetes-engine
uibsAqoJEeevAAqY8Yp9-A,uibsAqoJEeevAAqY8Yp9-A,COURSE,Visual Elements of User Interface Design,16,4.786561264822135,32088,1265,California Institute of the Arts,Beginner,https://www.coursera.org/learn/visual-elements-user-interface-design
GEfA2A0UEeSWFyIACpBHcA,GEfA2A0UEeSWFyIACpBHcA,COURSE,Financial Engineering and Risk Management Part I,32,4.633389734912577,285453,1773,Columbia University,Mixed,https://www.coursera.org/learn/financial-engineering-1
kj0t_A9REeeY9w43qQI3Ag,kj0t_A9REeeY9w43qQI3Ag,COURSE,Introduction to Calculus,46,4.834183673469388,22225,392,The University of Sydney,Intermediate,https://www.coursera.org/learn/introduction-to-calculus
2dHcFsRdEeW2JxKnR3RyOw,2dHcFsRdEeW2JxKnR3RyOw,COURSE,Introduction to Probability and Data,22,4.726159230096238,145881,3429,Duke University,Beginner,https://www.coursera.org/learn/probability-intro
__y3wBnnEeW9dA4X94-nLQ,__y3wBnnEeW9dA4X94-nLQ,COURSE,Java Programming: Solving Problems with Software,25,4.612063492063492,129654,3150,Duke University,Beginner,https://www.coursera.org/learn/java-programming
Tr9rK6JtEeSwKiIACiONVg,Tr9rK6JtEeSwKiIACiONVg,COURSE,Introductory Human Physiology,34,4.738285144566302,227092,2006,Duke University,Mixed,https://www.coursera.org/learn/physiology
XDJWC7ZqEeaa7BLnmaLUtg,XDJWC7ZqEeaa7BLnmaLUtg,COURSE,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,11,4.769016227180527,139166,3944,McMaster University,Beginner,https://www.coursera.org/learn/mindshift
trgWdYiKEeWfngrMqWa91Q,trgWdYiKEeWfngrMqWa91Q,COURSE,Global Diplomacy – Diplomacy in the Modern World,9,4.622973925299506,63600,1419,"SOAS University of London, University of London",Mixed,https://www.coursera.org/learn/global-diplomacy
Ff8L7HZAEeeobg7O-NRcDA,Ff8L7HZAEeeobg7O-NRcDA,COURSE,Cómo hacer una tesis,11,4.785340314136126,143303,764,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/como-hacer-una-tesis
56WnmkLyEeWstQoYgPEx5w,56WnmkLyEeWstQoYgPEx5w,COURSE,Customer Analytics,12,4.546875,149820,7232,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-customer-analytics
eV-OTCTuEeWCGRL6mLoB5w,eV-OTCTuEeWCGRL6mLoB5w,COURSE,Introduction to Classical Music,46,4.884699453551913,110660,1830,Yale University,Mixed,https://www.coursera.org/learn/introclassicalmusic
