X_key,Course.ID,EntityType,Name,Length..Hours.,Avg..User.Rating,Total.Enrollments,Total.Ratings,Organiser,Difficulty,Public.URL
veV8lk3bEei6JRLwwzivrA,veV8lk3bEei6JRLwwzivrA,COURSE,Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,6,4.777777777777778,227,9,Universitat de Barcelona,Intermediate,https://www.coursera.org/learn/acute-stroke-race-scale
uSZANPzXEeiXNgoYBmURKA,uSZANPzXEeiXNgoYBmURKA,COURSE,مجموعة أدوات عالم البيانات,14,1,199,1,Johns Hopkins University,Mixed,https://www.coursera.org/learn/data-scientists-tools-ar
uGmLdI_nEeW93wo8Ha4kow,uGmLdI_nEeW93wo8Ha4kow,COURSE,快速学习,14,4.28169014084507,6806,71,University of Science and Technology of China,Mixed,https://www.coursera.org/learn/kuaisu-xuexi
txwOC6BHEea6ewpNIfaHoA,txwOC6BHEea6ewpNIfaHoA,COURSE,Controle a Tempo Discreto,15,5,84,1,Instituto Tecnológico de Aeronáutica,Intermediate,https://www.coursera.org/learn/controle-tempo-discreto
sHFZYiNrEeaZIgrdWPwyhQ,sHFZYiNrEeaZIgrdWPwyhQ,COURSE,商务英语课程:市场与营销英语 Marketing & Sales,21,5,1139,3,Arizona State University,Intermediate,https://www.coursera.org/learn/shichang-yingxiao-yingyu
dRFPgC-GEeWUWxIOAnoaFQ,dRFPgC-GEeWUWxIOAnoaFQ,COURSE,System Validation (2): Model process behaviour,15,4.375,2088,8,EIT Digital ,Intermediate,https://www.coursera.org/learn/system-validation-behavior
bHHZ82j_EeiGFwrssIKG4A,bHHZ82j_EeiGFwrssIKG4A,COURSE,How Google does Machine Learning em Português Brasileiro,10,4.807692307692308,594,52,Google Cloud,Intermediate,https://www.coursera.org/learn/google-machine-learning-br
aYIihhpREembWg5vSDDtWg,aYIihhpREembWg5vSDDtWg,COURSE,"Contexto de Negocios en LATAM: Factores Políticos, Sociales y Económicos",10,5,88,2,Pontificia Universidad Católica de Chile,Mixed,https://www.coursera.org/learn/contexto-negocios-latam
aIPhD6JlEeiXjwo-rnXmIg,aIPhD6JlEeiXjwo-rnXmIg,COURSE,Nützliches Feedback geben (Giving Helpful Feedback),9,4.5,164,2,University of Colorado Boulder,Mixed,https://www.coursera.org/learn/feedback-de
Va0iv3yGEeWKYwric11Hpw,Va0iv3yGEeWKYwric11Hpw,COURSE,"""Espace mondial"" الرؤية الفرنسية للدراسات العالمية",11,4.714285714285714,1560,21,Sciences Po,Mixed,https://www.coursera.org/learn/espace-mondial-ar
TcrY50zhEeWwZhK44N5d5Q,TcrY50zhEeWwZhK44N5d5Q,COURSE,The Power of Markets II: Market Structure and Firm Behavior,6,4.651162790697675,3794,86,University of Rochester,Mixed,https://www.coursera.org/learn/market-structure
RX1h-ImUEeifxxLgPp3GoA,RX1h-ImUEeifxxLgPp3GoA,COURSE,Маркетинг. Часть 2. Инструментарий маркетинга,21,NA,1080,0,Peter the Great St. Petersburg Polytechnic University,Intermediate,https://www.coursera.org/learn/marketing-instrumentarij
R3zkRiBJEeqABw5uz2mAtw,R3zkRiBJEeqABw5uz2mAtw,COURSE,Lesson | Understand and Be Understood on the Phone,4,NA,42,0,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/lesson-understand-and-be-understood-on-the-phone
QASavRn6EeWg_RJGAuFGjw,QASavRn6EeWg_RJGAuFGjw,COURSE,Accediendo a la nube con iOS,19,4.607142857142857,3518,56,Tecnológico de Monterrey,Mixed,https://www.coursera.org/learn/nube-ios
Pey8KhnoEeWwrBKfKrqlSQ,Pey8KhnoEeWwrBKfKrqlSQ,COURSE,Como criar um aplicativo para iPhone,16,4.669491525423729,15044,236,Universidade Estadual de Campinas,Beginner,https://www.coursera.org/learn/aplicativo-para-iphone
NuVheOhiEeaUXhIpi7MC6A,NuVheOhiEeaUXhIpi7MC6A,COURSE,Espaço Mundial: Perspectivas França-Brasil,15,4.76,1108,25,Sciences Po,Beginner,https://www.coursera.org/learn/espaco-mundial
E-KIWxZeEeiMaRLWpdoVeg,E-KIWxZeEeiMaRLWpdoVeg,COURSE,Performance Optimization in Unity,13,4.45,1271,20,Unity,Advanced,https://www.coursera.org/learn/performance-optimization-unity
Cbjo2DfLEeWnxw5wP_KHTw,Cbjo2DfLEeWnxw5wP_KHTw,COURSE,Capstone: Photo Tourist Web Application,61,4.761904761904762,324,21,Johns Hopkins University,Mixed,https://www.coursera.org/learn/photo-tourist-web-app-capstone
CFDEg8vaEeiDcg63QhVhZg,CFDEg8vaEeiDcg63QhVhZg,COURSE,Computational Thinking for K-12 Educators: Conditional Loops and If Statements,14,5,162,2,University of California San Diego,Beginner,https://www.coursera.org/learn/block-programming-k12-educators-conditional-loops-if-statement
BBotdyWUEeW8-A6tkjXxWQ,BBotdyWUEeW8-A6tkjXxWQ,COURSE,Emprendimiento y métodos ágiles de desarrollo en videojuegos,14,4.581395348837209,5042,43,Universidad de los Andes,Beginner,https://www.coursera.org/learn/videojuegos-emprendimiento
AEO-tQrvEeaKUQp9KGWIdQ,AEO-tQrvEeaKUQp9KGWIdQ,COURSE,Master Class for Corporate Entrepreneurs,12,4.466666666666667,1569,15,"University of Maryland, College Park",Beginner,https://www.coursera.org/learn/corporate-entrepreneurship-project
7OuwOuZMEeW05Qou4vkexQ,7OuwOuZMEeW05Qou4vkexQ,COURSE,東亞儒學：孟子一(East Asian Confucianisms: Mencius (1)),18,4,764,1,National Taiwan University,Beginner,https://www.coursera.org/learn/mencius1
1AAvk3H7EeWIfhKr_WcYsQ,1AAvk3H7EeWIfhKr_WcYsQ,COURSE,Capstone: Create your own professional journalistic portfolio,12,4.71875,405,32,Michigan State University,Mixed,https://www.coursera.org/learn/become-a-journalist-capstone
wflrMr-dEemabw7esOtn5g,wflrMr-dEemabw7esOtn5g,COURSE,Quantum Mechanics,9,NA,24,0,University of Colorado Boulder,Advanced,https://www.coursera.org/learn/quantum-mechanics
vb_4X_K_EeivbA7_WcxyMg,vb_4X_K_EeivbA7_WcxyMg,COURSE,Data Structures and Algorithms (II),19,NA,34,0,Tsinghua University,Intermediate,https://www.coursera.org/learn/data-structures-algorithms-2
sYcV16ZOEeiLXw4QLApQMg,sYcV16ZOEeiLXw4QLApQMg,COURSE,Building Resilient Streaming Systems on Google Cloud Platform 日本語版,11,4.785714285714286,920,14,Google Cloud,Intermediate,https://www.coursera.org/learn/building-resilient-streaming-systems-gcp-jp
sNx-mzaXEeWa2g6sjqf03Q,sNx-mzaXEeWa2g6sjqf03Q,COURSE,CAPSTONE: Your Leadership Challenge,19,4.527777777777778,645,36,HEC Paris,Mixed,https://www.coursera.org/learn/leadership-challenge
pifB0hffEemSehJU7N3juA,pifB0hffEemSehJU7N3juA,COURSE,Обобщенные линейные модели,17,5,249,1,Saint Petersburg State University,Intermediate,https://www.coursera.org/learn/obobshchennye-linejnye-modeli
mgu5l9rGEemZYA6RFvxeDg,mgu5l9rGEemZYA6RFvxeDg,COURSE,Project: Predicting House Prices with Regression using TensorFlow,5,4.714285714285714,110,7,Rhyme,Beginner,https://www.coursera.org/learn/tensorflow-beginner-predicting-house-prices-regression
kL-y4PFTEeWDBBIN2mLWjQ,kL-y4PFTEeWDBBIN2mLWjQ,COURSE,家庭社会学导论,18,4.25,1098,4,Peking University,Beginner,https://www.coursera.org/learn/jiating-shehui-xue
gzrK-yLJEemhqwpSn9rsWA,gzrK-yLJEemhqwpSn9rsWA,COURSE,Legal aspects of conducting business in Russia,9,5,308,1,Saint Petersburg State University,Beginner,https://www.coursera.org/learn/legal-business-russia
g84RglWfEeaAmBJfqzpttQ,g84RglWfEeaAmBJfqzpttQ,COURSE,UI Design Capstone,12,4.613636363636363,434,44,University of Minnesota,Mixed,https://www.coursera.org/learn/ui-design-capstone
afDgOoSTEeSA1yIAC1EHSw,afDgOoSTEeSA1yIAC1EHSw,COURSE,高阶竞争策略（中文版）,22,4.821428571428571,12566,84,Ludwig-Maximilians-Universität München (LMU),Mixed,https://www.coursera.org/learn/advanced-competitive-strategy-zh
Z2mhMMZtEee2dA7J3c5BSg,Z2mhMMZtEee2dA7J3c5BSg,COURSE,Sales Operations: Final Project,10,4,225,1,West Virginia University,Mixed,https://www.coursera.org/learn/sales-operations-final-project
YBCLyHXdEem4eA48L9wJiA,YBCLyHXdEem4eA48L9wJiA,COURSE,Elastic Cloud Infrastructure: Containers and Services dalam bahasa Indonesia,4,4.913793103448276,233,58,Google Cloud,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-containers-services-id
Y1-1LmhtEeeKagq8d9KYcg,Y1-1LmhtEeeKagq8d9KYcg,COURSE,走进天文学,13,4.25,297,8,Nanjing University,Beginner,https://www.coursera.org/learn/intro-astronomy-nju
Y-_USslxEemEQg4UJeqwJA,Y-_USslxEemEQg4UJeqwJA,COURSE,ГОСУДАРСТВЕННОЕ РЕГУЛИРОВАНИЕ ФИНАНСОВЫХ РЫНКОВ НА СОВРЕМЕННОМ ЭТАПЕ,19,5,124,1,Moscow State Institute of International Relations (MGIMO),Mixed,https://www.coursera.org/learn/gosudarstve-regulirovaniye-finansovykh-rynkov
VRU4HtDXEeiCWw7c2M_UPA,VRU4HtDXEeiCWw7c2M_UPA,COURSE,Computational Thinking for K-12 Educators: Nested If Statements and Compound Conditionals,13,NA,119,0,University of California San Diego,Beginner,https://www.coursera.org/learn/block-programming-k12-educators-nested-if-statement-compound-conditionals
UQ4TMNBPEeeMnQqxz228cg,UQ4TMNBPEeeMnQqxz228cg,COURSE,"Промышленность, инженерное образование и наука: история и перспективы",16,4.833333333333333,1068,18,Moscow Institute of Physics and Technology,Intermediate,https://www.coursera.org/learn/promyshlennost
OWg3mYv8EeehKxILU-bnPg,OWg3mYv8EeehKxILU-bnPg,COURSE,Strategic Sales Management Final Project,21,4.333333333333333,696,6,Fundação Instituto de Administração,Intermediate,https://www.coursera.org/learn/ssm-final-project
OHtNW3Q9EeWLqw7zlLhRzQ,OHtNW3Q9EeWLqw7zlLhRzQ,COURSE,Designing and Implementing Your Coaching Strategy,11,4.588235294117647,674,17,"University of California, Davis",Mixed,https://www.coursera.org/learn/design-coaching-strategy
NHZYDoLEEeWXmQ4F86nmrw,NHZYDoLEEeWXmQ4F86nmrw,COURSE,网络课程与学习评价,15,5,1327,11,Nanjing University,Mixed,https://www.coursera.org/learn/wangluo-kecheng-xuexi-pingjia
N56WEJnSEeW93wo8Ha4kow,N56WEJnSEeW93wo8Ha4kow,COURSE,L'impact investing : être acteur,9,4.7,2156,70,ESSEC Business School,Mixed,https://www.coursera.org/learn/impact-investing-etre-acteur
JmcAb4erEeWgjA5cAvYgmw,JmcAb4erEeWgjA5cAvYgmw,COURSE,Управление стоимостью компании,21,4.6,2891,15,National Research University Higher School of Economics,Intermediate,https://www.coursera.org/learn/upravlenie-stoimostju-kompanii
HaM0vccxEeiGvg5u5QRx2A,HaM0vccxEeiGvg5u5QRx2A,COURSE,Strategies for Effective Engagement,9,5,72,1,University of Colorado Boulder,Beginner,https://www.coursera.org/learn/effective-engagement
9WvP3evLEeWaMA7Pe7xMzw,9WvP3evLEeWaMA7Pe7xMzw,COURSE,Introduction to Acoustics (Part 2),5,4.588235294117647,1368,17,Korea Advanced Institute of Science and Technology(KAIST),Intermediate,https://www.coursera.org/learn/intro-to-acoustics-2
7wbnTIj2EemQgwpSLdrw6A,7wbnTIj2EemQgwpSLdrw6A,COURSE,Preparing for the Google Cloud Professional Data Engineer Exam em Português Brasileiro,6,NA,55,0,Google Cloud,Advanced,https://www.coursera.org/learn/preparing-cloud-professional-data-engineer-exam-br
71eLMaZLEeiDiw4YwP822A,71eLMaZLEeiDiw4YwP822A,COURSE,Serverless Machine Learning with Tensorflow on Google Cloud Platform 日本語版,14,4.588235294117647,258,17,Google Cloud,Intermediate,https://www.coursera.org/learn/serverless-machine-learning-gcp-jp
6aAT6Q4sEeWhsgqB1eduww,6aAT6Q4sEeWhsgqB1eduww,COURSE,工程圖學 3D CAD,14,4.817204301075269,6696,93,National Taiwan University,Mixed,https://www.coursera.org/learn/3d-cad
3lnNSt4qEeiVwgrvrH_o5A,3lnNSt4qEeiVwgrvrH_o5A,COURSE,Esports Management Capstone Project,4,4.272727272727272,222,11,"University of California, Irvine",Beginner,https://www.coursera.org/learn/esports-management-capstone-project
3lUJrKSXEeWQ1w4dO5yCCw,3lUJrKSXEeWQ1w4dO5yCCw,COURSE,Разработка корпоративных систем. Часть 2. Строгие методологии разработки,6,3.952380952380953,1895,21,National Research Nuclear University MEPhI,Mixed,https://www.coursera.org/learn/strogie-metodologii-razrabotki
-b8YhanFEeWABgp2r5zOmw,-b8YhanFEeWABgp2r5zOmw,COURSE,Global Adolescent Health,24,4.714285714285714,5924,63,The University of Melbourne,Beginner,https://www.coursera.org/learn/youth-health
-WZJR3fJEeWKxgq26fqTNQ,-WZJR3fJEeWKxgq26fqTNQ,COURSE,"Doğrusal Cebir II: Kare Matrisler, Hesaplama Yöntemleri ve Uygulamalar / Linear Algebra II: Square Matrices, Calculation Methods and Applications",13,4.5,1687,16,Koç University,Mixed,https://www.coursera.org/learn/linearalgebra2
zmeWErjREeet3RK-_YoEFA,zmeWErjREeet3RK-_YoEFA,COURSE,Целевые капиталы - территория финансовой стабильности в некоммерческом секторе,9,4.833333333333333,249,6,National Research Tomsk State University,Beginner,https://www.coursera.org/learn/tselevyye-kapitaly
zLUyvUR4EeaDRhLb8lAaNw,zLUyvUR4EeaDRhLb8lAaNw,COURSE,Mastering Software Development in R Capstone,9,4.111111111111111,448,36,Johns Hopkins University,Intermediate,https://www.coursera.org/learn/r-capstone
vzTi2jefEeWnxw5wP_KHTw,vzTi2jefEeWnxw5wP_KHTw,COURSE,Responsive Website Development and Design Capstone,15,4.733333333333333,554,45,"Goldsmiths, University of London, University of London",Mixed,https://www.coursera.org/learn/responsive-web-design-capstone
qfKRcB1WEemYGxIyuAVIqA,qfKRcB1WEemYGxIyuAVIqA,COURSE,Смешанные линейные модели,18,3,193,2,Saint Petersburg State University,Intermediate,https://www.coursera.org/learn/smeshannye-lineynye-modeli
qGdS0cFWEeW9aArg9sD4Fw,qGdS0cFWEeW9aArg9sD4Fw,COURSE,Cybersecurity Capstone Project,8,4.111111111111111,804,90,"University of Maryland, College Park",Intermediate,https://www.coursera.org/learn/cyber-security-capstone
hKZO-m3EEemx5RIWZLMo1g,hKZO-m3EEemx5RIWZLMo1g,COURSE,Plant Bioinformatics Capstone,15,NA,73,0,University of Toronto,Intermediate,https://www.coursera.org/learn/plant-bioinformatics-capstone
fPUCCekTEeWKRxKwtxIxgw,fPUCCekTEeWKRxKwtxIxgw,COURSE,Modelos de empresa familiar: del capitán al grupo inversor,10,4.75,1110,36,ESADE Business and Law School,Intermediate,https://www.coursera.org/learn/modelos-de-empresa-familiar
W1hUiSZgEeaHPwrUwuR4Ow,W1hUiSZgEeaHPwrUwuR4Ow,COURSE,世界空间、法国视角下的国际研究,18,4.714285714285714,697,7,Sciences Po,Beginner,https://www.coursera.org/learn/espace-mondial-cn
VAHOz6ZMEeiL8hKwqznX5g,VAHOz6ZMEeiL8hKwqznX5g,COURSE,Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform en Español,15,4.6875,84,16,Google Cloud,Intermediate,https://www.coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-es
TISsePHrEeWDTRLZKqoZew,TISsePHrEeWDTRLZKqoZew,COURSE,Data Mining Project,17,4.6,435,25,University of Illinois at Urbana-Champaign,Mixed,https://www.coursera.org/learn/data-mining-project
MamMZlplEeWylgpjfV1KVQ,MamMZlplEeWylgpjfV1KVQ,COURSE,Chino básico: La etiqueta social en los negocios,14,4.205128205128205,3154,39,Arizona State University,Mixed,https://www.coursera.org/learn/chino-etiqueta-negocios
IxyvECx7EeWNaBKfE9kXTQ,IxyvECx7EeWNaBKfE9kXTQ,COURSE,Motores gráficos en videojuegos: game engine,9,3.877777777777778,5145,90,Universitat Autònoma de Barcelona,Mixed,https://www.coursera.org/learn/videojuegos-engine
Iksk6KZOEeiL8hKwqznX5g,Iksk6KZOEeiL8hKwqznX5g,COURSE,Serverless Data Analysis with Google BigQuery and Cloud Dataflow en Español,14,4.823529411764706,80,17,Google Cloud,Intermediate,https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-es
86Us9ue2EeS8JiIACsuR3w,86Us9ue2EeS8JiIACsuR3w,COURSE,常见慢性病的健康管理,20,4.611111111111111,2672,18,Shanghai Jiao Tong University,Mixed,https://www.coursera.org/learn/chang-jian-man-xing-bing
4sYbYHfpEem9bArpYNDHGA,4sYbYHfpEem9bArpYNDHGA,COURSE,Business Implications of AI: A Nano-course,7,4.333333333333333,73,3,EIT Digital ,Advanced,https://www.coursera.org/learn/business-implications-ai-nano-course
zTIUbG_yEeimLwog86FBpA,zTIUbG_yEeimLwog86FBpA,COURSE,Launching into Machine Learning en Français,10,4.333333333333333,306,3,Google Cloud,Intermediate,https://www.coursera.org/learn/launching-machine-learning-fr
xZhEKTj6Eei9dA6pYgVc7g,xZhEKTj6Eei9dA6pYgVc7g,COURSE,Teaching Impacts of Technology: Relationships,13,NA,297,0,University of California San Diego,Beginner,https://www.coursera.org/learn/teach-impacts-technology-relationships
wWT4VmIlEeWLAgpGjz1Btw,wWT4VmIlEeWLAgpGjz1Btw,COURSE,Análisis de Datos - Proyecto Final,8,4.36,271,25,Tecnológico de Monterrey,Mixed,https://www.coursera.org/learn/analisis-datos-proyecto-final
ugSnwH9hEeSiIiIAC3lQMQ,ugSnwH9hEeSiIiIAC3lQMQ,COURSE,Çok değişkenli Fonksiyon II: Uygulamalar / Multivariable Calculus II: Applications,24,4.909090909090909,3084,11,Koç University,Mixed,https://www.coursera.org/learn/calculus-diferansiyel-hesap
tEzhbaiGEeaZwBIdLOcDZg,tEzhbaiGEeaZwBIdLOcDZg,COURSE,Capstone: Creating A Sustainability Proposal,6,5,491,2,University of Colorado System,Intermediate,https://www.coursera.org/learn/sustainability-proposal
sGHpldzvEea1RA6ZrkEn-g,sGHpldzvEea1RA6ZrkEn-g,COURSE,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)",8,4.555555555555555,1501,18,Columbia University,Beginner,https://www.coursera.org/learn/hi-five-social-peer
nw7W8Ib0EeWLPRLnVNA9qw,nw7W8Ib0EeWLPRLnVNA9qw,COURSE,Launch Strategy: 5 Steps to Capstone Experience,29,4.5,4504,2,Michigan State University,Mixed,https://www.coursera.org/learn/launch-strategy
fPlpJwgtEeelAAr-cih0hg,fPlpJwgtEeelAAr-cih0hg,COURSE,宇宙之旅：对话 (Journey of the Universe: Weaving Knowledge and Action),26,5,248,2,Yale University,Mixed,https://www.coursera.org/learn/yuzhou-duihua
bzTQ7gZUEeWJMSIAC7Jl0w,bzTQ7gZUEeWJMSIAC7Jl0w,COURSE,工程資訊管理 BIM 應用,16,4.827586206896552,1829,29,National Taiwan University,Mixed,https://www.coursera.org/learn/bim-yingyong
YVth_6foEeir1g7RxpzNAA,YVth_6foEeir1g7RxpzNAA,COURSE,Comportamiento adaptativo,13,5,286,1,Universidad Nacional Autónoma de México,Intermediate,https://www.coursera.org/learn/comportamiento-adapta
S8Vh0SypEeWGvAojQA48rw,S8Vh0SypEeWGvAojQA48rw,COURSE,Entrepreneurship Capstone,8,4.606741573033708,744,89,"University of Maryland, College Park",Beginner,https://www.coursera.org/learn/entrepreneurship-capstone
Q1j_v-R5EeWjnA60cJ9qfw,Q1j_v-R5EeWjnA60cJ9qfw,COURSE,The Business of Cybersecurity Capstone,15,4.793103448275862,323,29,University System of Georgia,Beginner,https://www.coursera.org/learn/business-of-cybersecurity-capstone
KJzqrucgEeWxKxKZYzDvkw,KJzqrucgEeWxKxKZYzDvkw,COURSE,Academic Skills for University Success: Capstone,17,NA,62,0,The University of Sydney,Mixed,https://www.coursera.org/learn/academic-skills-project
I9K1SdkZEea7lQ7A_W1MbA,I9K1SdkZEea7lQ7A_W1MbA,COURSE,Homeland Security and Cybersecurity Future,6,4.686567164179104,1366,67,University of Colorado System,Beginner,https://www.coursera.org/learn/homeland-security-cybersecurity-future
Hj0KmrUbEeaHBgqkZt_jWA,Hj0KmrUbEeaHBgqkZt_jWA,COURSE,Doing Business in China Capstone,10,4.285714285714286,567,7,The Chinese University of Hong Kong,Beginner,https://www.coursera.org/learn/doing-business-in-china-capstone
GDZGNTjrEei_lQp5mMC3cA,GDZGNTjrEei_lQp5mMC3cA,COURSE,Teaching Impacts of Technology: Fundamentals,18,5,678,4,University of California San Diego,Beginner,https://www.coursera.org/learn/teach-impacts-technology-fundamentals
F5IIkY2jEeW-ng7WVUsFiQ,F5IIkY2jEeW-ng7WVUsFiQ,COURSE,基于.Net的Web开发技术,13,4.666666666666667,1465,6,Xi'an Jiaotong University,Mixed,https://www.coursera.org/learn/dot-net-kaifa-jishu
CzpzTqZOEeiuigqo2O4RrA,CzpzTqZOEeiuigqo2O4RrA,COURSE,Serverless Data Analysis with Google BigQuery and Cloud Dataflow em Português Brasileiro,11,4.7,46,10,Google Cloud,Intermediate,https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-br
CQsoVOSeEeWpUQ6vdoq9ZQ,CQsoVOSeEeWpUQ6vdoq9ZQ,COURSE,Cloud Computing Project,17,4.192307692307692,485,26,University of Illinois at Urbana-Champaign,Mixed,https://www.coursera.org/learn/cloud-computing-project
CPLPuDKiEeaGtRI0HQleow,CPLPuDKiEeaGtRI0HQleow,COURSE,"Understanding China, 1700-2000: A Data Analytic Approach, Part 2",5,4.413793103448276,2041,29,The Hong Kong University of Science and Technology,Mixed,https://www.coursera.org/learn/understanding-china-history-part-2
7CTtLjk6Eem43Q65umcheg,7CTtLjk6Eem43Q65umcheg,COURSE,"""Making"" Progress Teach-Out",5,5,739,3,Emory University,Beginner,https://www.coursera.org/learn/makingprogress
6VK8t8lUEemx3BJ5OD4UBg,6VK8t8lUEemx3BJ5OD4UBg,COURSE,Introduction to G Suite 日本語版,4,NA,20,0,Google Cloud,Beginner,https://www.coursera.org/learn/introduction-g-suite-jp
0k2LDN4qEeiZjBI0AJcrAg,0k2LDN4qEeiZjBI0AJcrAg,COURSE,Collegiate Esports and Career Planning,5,4.1875,232,16,"University of California, Irvine",Beginner,https://www.coursera.org/learn/college-esports-career-planning
pv-9jU9hEei8eRLabPXArA,pv-9jU9hEei8eRLabPXArA,COURSE,Bridging healthcare and society,11,NA,343,0,National Research Tomsk State University,Mixed,https://www.coursera.org/learn/healthcare-and-society
pAH2HU86Eemw4QpL6QsPGg,pAH2HU86Eemw4QpL6QsPGg,COURSE,Computer Simulations,17,NA,14,0,"University of California, Davis",Beginner,https://www.coursera.org/learn/computer-simulations
gm1pZLUyEeeZVQpMa2BAOg,gm1pZLUyEeeZVQpMa2BAOg,COURSE,Science and Technology in the Silla Cultural Heritage,10,4.625,317,8,Pohang University of Science and Technology,Beginner,https://www.coursera.org/learn/silla-science-technology
a05nBT8oEeWpogr5ZO8qxQ,a05nBT8oEeWpogr5ZO8qxQ,COURSE,İnfertilite Hemşireliği (Infertility Nursing),16,5,471,6,Koç University,Mixed,https://www.coursera.org/learn/infertilite
YW2-XMT-EemJkg4_u7ZkzA,YW2-XMT-EemJkg4_u7ZkzA,COURSE,Queering the Schoolhouse: LGBTQ+ Inclusion for Educators,13,5,120,1,University of Colorado System,Beginner,https://www.coursera.org/learn/queeringtheschoolhouse
SpW8-KJfEeiG9goIBchJPA,SpW8-KJfEeiG9goIBchJPA,COURSE,Feature Engineering en Español,11,4.625,203,8,Google Cloud,Intermediate,https://www.coursera.org/learn/feature-engineering-es
S7NS8xoFEeWwrBKfKrqlSQ,S7NS8xoFEeWwrBKfKrqlSQ,COURSE,Interactuando con el hardware del dispositivo iOS,13,4.702702702702703,3482,37,Tecnológico de Monterrey,Mixed,https://www.coursera.org/learn/hardware-ios
RjosodytEeevPg4h05TmWA,RjosodytEeevPg4h05TmWA,COURSE,Internet of Things Capstone V2: Build a Mobile Surveillance System,12,4.5,908,2,University of California San Diego,Mixed,https://www.coursera.org/learn/internet-of-things-capstone-version2
RdcXx-kUEeWDtQ4tuIgsiw,RdcXx-kUEeWDtQ4tuIgsiw,COURSE,"La familia empresaria: individuo, dinámica y tiempo",9,4.533333333333333,654,15,ESADE Business and Law School,Mixed,https://www.coursera.org/learn/familia-empresaria
R3QoIjeuEeWCYBKNeFwojw,R3QoIjeuEeWCYBKNeFwojw,COURSE,Фінанси для нефінансових спеціалістів,6,4.615384615384615,973,13,"University of California, Irvine",Mixed,https://www.coursera.org/learn/finansy
MhJ8a3L_Eem98Ar36Sm7-A,MhJ8a3L_Eem98Ar36Sm7-A,COURSE,MOOC and Blended Learning,12,5,152,1,Tsinghua University,Beginner,https://www.coursera.org/learn/mooc-blended-learning
IXgZu35fEeWKYwric11Hpw,IXgZu35fEeWKYwric11Hpw,COURSE,Essentials of Corporate Finance Capstone,10,4.724137931034483,680,87,The University of Melbourne,Mixed,https://www.coursera.org/learn/financial-analysis-project
IR5tJUziEeWwZhK44N5d5Q,IR5tJUziEeWwZhK44N5d5Q,COURSE,The Power of Markets III: Input Markets and Promoting Efficiency,11,4.791666666666667,3125,24,University of Rochester,Mixed,https://www.coursera.org/learn/market-efficiency
GxLau6SZEeWzOhI8vzQnoQ,GxLau6SZEeWzOhI8vzQnoQ,COURSE,Разработка корпоративных систем. Часть 3. Гибкие методологии разработки,7,4.095238095238095,1977,21,National Research Nuclear University MEPhI,Mixed,https://www.coursera.org/learn/gibkie-metodologii-razrabotki
Fle9Xzu7EeW6UhL5OnDMBQ,Fle9Xzu7EeW6UhL5OnDMBQ,COURSE,Conflict Management Project,5,4.672413793103448,692,58,"University of California, Irvine",Mixed,https://www.coursera.org/learn/conflict-management-capstone-project
FALeCNrsEemxthIDmiPlEg,FALeCNrsEemxthIDmiPlEg,COURSE,Project: Multiple Linear Regression with scikit-learn,6,4,101,4,Rhyme,Beginner,https://www.coursera.org/learn/scikit-learn-multiple-linear-regression
Egkv4aL0EeWiwAqQT7MHVQ,Egkv4aL0EeWiwAqQT7MHVQ,COURSE,Физика в опытах. Часть 3. Колебания и молекулярная физика,9,4.76,2301,25,National Research Nuclear University MEPhI,Mixed,https://www.coursera.org/learn/molekulyarnaya-fizika
AnFABY2jEeWIbw4397jVQw,AnFABY2jEeWIbw4397jVQw,COURSE,Windows可视化程序设计,15,4.8,1103,5,Xi'an Jiaotong University,Mixed,https://www.coursera.org/learn/windows-keshihua-chengxu-sheji
7OC4AKWKEei7SwoHnjp4jA,7OC4AKWKEei7SwoHnjp4jA,COURSE,Elastic Cloud Infrastructure: Containers and Services auf Deutsch,4,NA,76,0,Google Cloud,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-containers-services-de
60ZjD1ATEemcxhLvMk68eg,60ZjD1ATEemcxhLvMk68eg,COURSE,"Coding for Designers, Managers, & Entrepreneurs II",9,NA,88,0,University of Virginia,Beginner,https://www.coursera.org/learn/uva-coding-for-design-managers-2
3TQdrKWKEeiH3AqX3raR7A,3TQdrKWKEeiH3AqX3raR7A,COURSE,Elastic Cloud Infrastructure: Containers and Services en Français,4,4.666666666666667,88,3,Google Cloud,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-containers-services-fr
0TJ9UhmCEeiuHA6DNkf16g,0TJ9UhmCEeiuHA6DNkf16g,COURSE,Standardisation & Technology,16,4.25,258,4,EIT Digital ,Beginner,https://www.coursera.org/learn/standardisation
